,date,network,duration(s),tag,original_chyron,text_cleaned,llm_text
1543,2020-03-07 23:29:06,MSNBCW,9,MSNBCW_20200307_230000_MSNBC_Live/start/1740,POLL: BIDEN HOLDS MASSIVE LEAD OVER. SANDERS AMONG HISPANIC VOTERS IN FLORIDA,POLL BIDEN HOLDS MASSIVE LEAD OVER SANDERS AMONG HISPANIC VOTERS IN FLORIDA,POLL BIDEN HOLDS MASSIVE LEAD OVER SANDERS AMONG HISPANIC VOTERS IN FLORIDA
1545,2020-03-08 00:29:16,FOXNEWSW,2,FOXNEWSW_20200308_000000_Life_Liberty__Levin/start/1740,"DISPLACED SYRIAN MIGRANTS TURNED AWAY AT GREEK BORDER,W 1.?. TURKEY HAD PROMISED TO RElOCATE MIGRANTS "". . kl I'M: unW",DISPLACED SYRIAN MIGRANTS TURNED AWAY AT GREEK BORDERW 1 TURKEY HAD PROMISED TO RElOCATE MIGRANTS kl IM unW,DISPLACED SYRIAN MIGRANTS TURNED AWAY AT GREEK BORDER
1551,2020-03-08 05:51:50,FOXNEWSW,2,FOXNEWSW_20200308_050000_Justice_With_Judge_Jeanine/start/3060,: REP DAN CRENSHAW ON BORDER SECURITY. . â'ââ,REP DAN CRENSHAW ON BORDER SECURITY,REP DAN CRENSHAW ON BORDER SECURITY
1552,2020-03-08 10:47:04,FOXNEWSW,34,FOXNEWSW_20200308_100000_FOX_and_Friends_Sunday/start/2820,. PUSH FOR JUSTICE IN ICE OFFICER'S MURDER,PUSH FOR JUSTICE IN ICE OFFICERS MURDER,PUSH FOR JUSTICE IN ICE OFFICERS MURDER
1553,2020-03-08 17:47:35,FOXNEWSW,2,FOXNEWSW_20200308_170000_Americas_News_Headquarters/start/2820,"GREEK POLICE USE TEAR GAS, WATER CANNONS. ON MIGRANTS TRYING TO CROSS BORDER FROM TURKEY. . , m ll :ulc I.II\'I",GREEK POLICE USE TEAR GAS WATER CANNONS ON MIGRANTS TRYING TO CROSS BORDER FROM TURKEY m ll ulc IIII,GREEK POLICE USE TEAR GAS WATER CANNONS ON MIGRANTS TRYING TO CROSS BORDER FROM TURKEY
1562,2020-03-09 00:05:54,BBCNEWS,2,BBCNEWS_20200309_000000_Newsday/start/300,Turkey Greece migrants. Erdogan urges migrants have access to Europe,Turkey Greece migrants Erdogan urges migrants have access to Europe,Turkey Greece migrants Erdogan urges migrants have access to Europe
1563,2020-03-09 00:23:42,BBCNEWS,2,BBCNEWS_20200309_000000_Newsday/start/1380,Lim's 'Letter to the 563'. Artist pays tribute to Cambodian migrant workers,Lims Letter to the 563 Artist pays tribute to Cambodian migrant workers,Lims Letter to the 563 Artist pays tribute to Cambodian migrant workers
1564,2020-03-09 00:24:05,BBCNEWS,2,BBCNEWS_20200309_000000_Newsday/start/1440,Lim's 'Letter to the 583'. Performance highlights migrants' working condiï¬ons,Lims Letter to the 583 Performance highlights migrants working condions,Lims Letter to the 583 Performance highlights migrants working conditions
1566,2020-03-09 00:24:44,BBCNEWS,2,BBCNEWS_20200309_000000_Newsday/start/1440,Lim's 'Letter to the Sea'. Many migrants trafficked inm slave labour in fishing trade,Lims Letter to the Sea Many migrants trafficked inm slave labour in fishing trade,Many migrants trafficked in slave labour in fishing trade
1571,2020-03-09 06:38:09,CNNW,13,CNNW_20200309_060000_CNN_Newsroom_Live/start/2280,REFUGEES KICKED OUT OF GREECE WITH NO CLOTHES OR ID.,REFUGEES KICKED OUT OF GREECE WITH NO CLOTHES OR ID,REFUGEES KICKED OUT OF GREECE WITH NO CLOTHES OR ID
1572,2020-03-09 06:41:42,CNNW,5,CNNW_20200309_060000_CNN_Newsroom_Live/start/2460,REFUGEES FORCED BACK FROM GREECE LEFI' IN LIMBO. . Hameed Afghan Refugee,REFUGEES FORCED BACK FROM GREECE LEFI IN LIMBO Hameed Afghan Refugee,REFUGEES FORCED BACK FROM GREECE LEFT IN LIMBO Hameed Afghan Refugee
1608,2020-03-10 11:42:00,FOXNEWSW,4,FOXNEWSW_20200310_100000_FOX_and_Friends/start/6120,"PHILLY BAR ASSN COMPARES ICE T0 ""POLICE STATE""",PHILLY BAR ASSN COMPARES ICE T0 POLICE STATE,PHILLY BAR ASSN COMPARES ICE T0 POLICE STATE
1615,2020-03-10 13:28:08,MSNBCW,5,MSNBCW_20200310_130000_MSNBC_Live_With_Stephanie_Ruhle/start/1680,"KENESHIA GRANT ' AUTHOR, ""THE GREAT MIGRATION""",KENESHIA GRANT AUTHOR THE GREAT MIGRATION,KENESHIA GRANT AUTHOR THE GREAT MIGRATION
1624,2020-03-11 09:40:54,FOXNEWSW,2,FOXNEWSW_20200311_090000_FOX__Friends_First/start/2400,LONG OVERDUE. ILLEGAL WHO OVERSTAYED VISA BY 2_o YEARS IN ICE CUSTODY,LONG OVERDUE ILLEGAL WHO OVERSTAYED VISA BY 2o YEARS IN ICE CUSTODY,LONG OVERDUE ILLEGAL WHO OVERSTAYED VISA BY 20 YEARS IN ICE CUSTODY
1628,2020-03-11 18:56:20,CNNW,10,CNNW_20200311_185600_,"MIGRANT KIDNAPPED WHILE AWAITING ASYLUM HEARING AS. PART OF TRUMP ADMINISTRATION'S ""REMAIN IN MEXICO"" POLICY",MIGRANT KIDNAPPED WHILE AWAITING ASYLUM HEARING AS PART OF TRUMP ADMINISTRATIONS REMAIN IN MEXICO POLICY,MIGRANT KIDNAPPED WHILE AWAITING ASYLUM HEARING AS PART OF TRUMP ADMINISTRATION'S REMAIN IN MEXICO POLICY
1633,2020-03-12 00:05:00,BBCNEWS,3,BBCNEWS_20200312_000000_Newsday/start/300,India coronavirus. Mas' tourist visas suspended to slow virus spread,India coronavirus Mas tourist visas suspended to slow virus spread,India coronavirus: Tourist visas suspended to slow virus spread
1634,2020-03-12 01:38:00,BBCNEWS,3,BBCNEWS_20200312_013000_Asia_Business_Report/start/480,Government susiends all tourist visas until mid-April,Government susiends all tourist visas until midApril,Government suspends all tourist visas until mid-April
1635,2020-03-12 01:48:33,CNNW,29,CNNW_20200312_010000_Cuomo_Prime_Time/start/2880,DHS: NEW TRAVEL BAN FROM EUROPE APPLIES TO MOST FOREIGN. NATIONALS WHO'VE RECENTLY BEEN IN CERTAIN COUNTRIES,DHS NEW TRAVEL BAN FROM EUROPE APPLIES TO MOST FOREIGN NATIONALS WHOVE RECENTLY BEEN IN CERTAIN COUNTRIES,DHS NEW TRAVEL BAN FROM EUROPE APPLIES TO MOST FOREIGN NATIONALS WHO'VE RECENTLY BEEN IN CERTAIN COUNTRIES
1636,2020-03-12 03:02:50,MSNBCW,5,MSNBCW_20200312_030000_The_11th_Hour_With_Brian_Williams/start/120,"DHS: TRAVEL HALT WON'T APPLY TO U.S. CITIZENS,. LEGAL PERMANENT RESIDENTS OR THEIR FAMILIES",DHS TRAVEL HALT WONT APPLY TO US CITIZENS LEGAL PERMANENT RESIDENTS OR THEIR FAMILIES,"DHS TRAVEL HALT WON'T APPLY TO US CITIZENS, LEGAL PERMANENT RESIDENTS OR THEIR FAMILIES"
1638,2020-03-12 03:55:00,FOXNEWSW,3,FOXNEWSW_20200312_030000_Fox_News_at_Night_With_Shannon_Bream/start/3300,BORDER LOOPHOLE. DHS FACJNG CHALLENGES DETECTING CQRONAVIRUS IN MIGRANTS. . FTâ,BORDER LOOPHOLE DHS FACJNG CHALLENGES DETECTING CQRONAVIRUS IN MIGRANTS FT,BORDER LOOPHOLE: DHS FACING CHALLENGES DETECTING CORONAVIRUS IN MIGRANTS
1641,2020-03-12 08:09:46,FOXNEWSW,4,FOXNEWSW_20200312_080000_FOX__Friends_First/start/540,BORDER POLICY VICTORY. SUPREME COURT LETS 'REMAIN IN MEX!CO' PROGRAM CONTINUE,BORDER POLICY VICTORY SUPREME COURT LETS REMAIN IN MEXCO PROGRAM CONTINUE,BORDER POLICY VICTORY SUPREME COURT LETS REMAIN IN MEXICO PROGRAM CONTINUE
1645,2020-03-12 09:26:09,FOXNEWSW,11,FOXNEWSW_20200312_090000_FOX__Friends_First/start/1560,BORDER BATTLE VICTORY,BORDER BATTLE VICTORY,BORDER BATTLE VICTORY
1646,2020-03-12 09:33:34,FOXNEWSW,23,FOXNEWSW_20200312_090000_FOX__Friends_First/start/1980,SUPREME COURT BACKS TRUMP ON ASYLUM POLICY,SUPREME COURT BACKS TRUMP ON ASYLUM POLICY,SUPREME COURT BACKS TRUMP ON ASYLUM POLICY
1647,2020-03-12 09:33:57,FOXNEWSW,6,FOXNEWSW_20200312_090000_FOX__Friends_First/start/1980,'REMAIN IN MEXICO' ASYLUM POLICY,REMAIN IN MEXICO ASYLUM POLICY,REMAIN IN MEXICO ASYLUM POLICY
1648,2020-03-12 09:36:22,FOXNEWSW,5,FOXNEWSW_20200312_090000_FOX__Friends_First/start/2160,DHS: 333 CHINESE MIGRANTS A1TEMPT ILLEGALLY ENTRY,DHS 333 CHINESE MIGRANTS A1TEMPT ILLEGALLY ENTRY,DHS 333 CHINESE MIGRANTS ATTEMPT ILLEGALLY ENTRY
1672,2020-03-13 04:37:00,FOXNEWSW,2,FOXNEWSW_20200313_040000_Tucker_Carlson_Tonight/start/2220,"mm â. . BIDEN' S PLAN INVITES IMMIGRANTS TO MOVE HERE NOW. . I',,,, fnninkf",mm BIDEN S PLAN INVITES IMMIGRANTS TO MOVE HERE NOW I fnninkf,BIDEN'S PLAN INVITES IMMIGRANTS TO MOVE HERE NOW
1674,2020-03-13 05:06:55,BBCNEWS,2,BBCNEWS_20200313_050000_The_Briefing/start/360,Travel industry CIiSiS. India has suspended most travel visas,Travel industry CIiSiS India has suspended most travel visas,India has suspended most travel visas
1678,2020-03-13 10:14:08,CNNW,2,CNNW_20200313_095900_New_Day_With_Alisyn_Camerota_and_John_Berman/start/900,", ,. Juliette Kayyem FormerAsstSecy. DHS",Juliette Kayyem FormerAsstSecy DHS,Juliette Kayyem Former Assistant Secretary DHS
1681,2020-03-13 11:38:57,BBCNEWS,3,BBCNEWS_20200313_110000_BBC_Newsroom_Live/start/2280,Coronavirus: Czech Republic response. Czech Government to ban foreigners entering country,Coronavirus Czech Republic response Czech Government to ban foreigners entering country,Czech Government to ban foreigners entering country
1709,2020-03-14 15:22:01,MSNBCW,2,MSNBCW_20200314_140000_AM_Joy/start/4920,II ACLU: ICE SHOULD RELEASE DETAINED MIÃ©iANTET,II ACLU ICE SHOULD RELEASE DETAINED MIiANTET,ICE SHOULD RELEASE DETAINED IMMIGRANTS
1712,2020-03-14 18:45:00,FOXNEWSW,4,FOXNEWSW_20200314_180000_Americas_News_Headquarters/start/2700,ITALIAN CITIES ISSUE NEW RESTRICTIONS. AMID CORONAVIEIJS puTBREAK,ITALIAN CITIES ISSUE NEW RESTRICTIONS AMID CORONAVIEIJS puTBREAK,IMMIGRANT HEALTH
1716,2020-03-15 01:10:35,CNNW,27,CNNW_20200315_010000_CNN_Global_Town_Hall_Coronavirus_Facts_and_Fears_with_Facebook_and.../start/600,"2 800+ U.S. CORONAVIRUS CASES' 58 DEAD. . Anne Rimoin Director, UCLA Center for Global and Immigrant Health",2 800 US CORONAVIRUS CASES 58 DEAD Anne Rimoin Director UCLA Center for Global and Immigrant Health,2 800 US CORONAVIRUS CASES 58 DEAD Anne Rimoin Director UCLA Center for Global and Immigrant Health
1718,2020-03-15 01:33:41,FOXNEWSW,2,FOXNEWSW_20200315_010000_Justice_With_Judge_Jeanine/start/1980,CUSTOMS AND BORDER PATROL SEIZES SUSPECTED. FAKE CORONAVIRUS TEST KITS. . kl Elllc LIN,CUSTOMS AND BORDER PATROL SEIZES SUSPECTED FAKE CORONAVIRUS TEST KITS kl Elllc LIN,CUSTOMS AND BORDER PATROL SEIZES SUSPECTED FAKE CORONAVIRUS TEST KITS
1731,2020-03-15 20:52:24,MSNBCW,2,MSNBCW_20200315_200000_MSNBC_Live/start/3120,1 IMMIGRANT DEFENDERS LAW CENTER: ICE MUST '. l TAKE PREVENTATIVE MEASURES AGAINST COVID-IQi,1 IMMIGRANT DEFENDERS LAW CENTER ICE MUST l TAKE PREVENTATIVE MEASURES AGAINST COVIDIQi,ICE MUST TAKE PREVENTATIVE MEASURES AGAINST COVID-19
1733,2020-03-15 20:54:59,MSNBCW,2,MSNBCW_20200315_200000_MSNBC_Live/start/3240,WASHPO: CORONAVIRUS COULD POESERIOUSI. i CONCERN IN ICE JAIL IMMIGRATION COURTS d,WASHPO CORONAVIRUS COULD POESERIOUSI i CONCERN IN ICE JAIL IMMIGRATION COURTS d,CORONAVIRUS A CONCERN IN ICE JAIL IMMIGRATION COURTS
1735,2020-03-16 00:34:19,CNNW,24,CNNW_20200316_003400_,How would you ensure immigrants feel safe. enough to get coronavnrus treatment?,How would you ensure immigrants feel safe enough to get coronavnrus treatment,How would you ensure immigrants feel safe enough to get coronavirus treatment
1737,2020-03-16 01:12:23,CNNW,39,CNNW_20200316_011200_,"After calling it a ""big mistake"" to deport millions during. the Obama-Biden era, will Biden commit not to do it again?",After calling it a big mistake to deport millions during the ObamaBiden era will Biden commit not to do it again,After calling it a big mistake to deport millions during the Obama-Biden era will Biden commit not to do it again
1738,2020-03-16 01:14:24,CNNW,2,CNNW_20200316_011400_,Immigration and Deportations,Immigration and Deportations,Immigration and Deportations
1739,2020-03-16 01:15:05,CNNW,25,CNNW_20200316_011500_,Do your positions on immigration send a message that. when a Democrat is in the White House the border is open?,Do your positions on immigration send a message that when a Democrat is in the White House the border is open,Do your positions on immigration send a message that when a Democrat is in the White House the border is open
1742,2020-03-16 02:15:39,CNNW,14,CNNW_20200316_000000_CNN_Democratic_Debate/start/8100,BIDEN AND SANDERS: UNDOCUMENTED IMMIGRANTS. SHOULDN'T FEAR TO GET TESTED FOR CORONAVIRUS,BIDEN AND SANDERS UNDOCUMENTED IMMIGRANTS SHOULDNT FEAR TO GET TESTED FOR CORONAVIRUS,BIDEN AND SANDERS UNDOCUMENTED IMMIGRANTS SHOULDN'T FEAR TO GET TESTED FOR CORONAVIRUS
1755,2020-03-17 00:45:50,FOXNEWSW,2,FOXNEWSW_20200317_000000_Tucker_Carlson_Tonight/start/2700,"BIDEN ACCIDENTALLY SAYS ILLEGAL ""ALIEN"" IN DEBATE",BIDEN ACCIDENTALLY SAYS ILLEGAL ALIEN IN DEBATE,ILLEGAL ALIEN
1756,2020-03-17 00:45:56,FOXNEWSW,4,FOXNEWSW_20200317_000000_Tucker_Carlson_Tonight/start/2700,BIDEN: NO ONE WILL BE DEPORTED IN FIRST 100 DAYS,BIDEN NO ONE WILL BE DEPORTED IN FIRST 100 DAYS,NO ONE WILL BE DEPORTED IN FIRST 100 DAYS
1762,2020-03-17 10:17:34,FOXNEWSW,7,FOXNEWSW_20200317_100000_FOX_and_Friends/start/1020,ACLU SUES ICE,ACLU SUES ICE,ACLU SUES ICE
1764,2020-03-17 13:48:48,CNNW,2,CNNW_20200317_130000_Americas_Choice_2020_Super_Tuesday/start/2880,EUROPEAN UNION TO VOTE 0N BORDER SHUTDOWN TODAY,EUROPEAN UNION TO VOTE 0N BORDER SHUTDOWN TODAY,EUROPEAN UNION TO VOTE ON BORDER SHUTDOWN TODAY
1782,2020-03-18 00:52:06,FOXNEWSW,2,FOXNEWSW_20200318_000000_Tucker_Carlson_Tonight/start/3120,. STATE DEPT STILL RESETTLING REFUGEES AMID PANDEMIC,STATE DEPT STILL RESETTLING REFUGEES AMID PANDEMIC,STATE DEPT STILL RESETTLING REFUGEES AMID PANDEMIC
1783,2020-03-18 00:54:33,FOXNEWSW,2,FOXNEWSW_20200318_000000_Tucker_Carlson_Tonight/start/3240,U.S MAY TURN BACK ASYLUM SEEKERS AT THE BORDER,US MAY TURN BACK ASYLUM SEEKERS AT THE BORDER,US MAY TURN BACK ASYLUM SEEKERS AT THE BORDER
1785,2020-03-18 03:01:00,FOXNEWSW,2,FOXNEWSW_20200318_030000_Fox_News_at_Night_With_Shannon_Bream/start/60,DHS MAY TURN BACK ALL ILLEGAL BORDER CROSSERS. . W,DHS MAY TURN BACK ALL ILLEGAL BORDER CROSSERS W,DHS MAY TURN BACK ALL ILLEGAL BORDER CROSSERS W
1793,2020-03-18 08:28:43,FOXNEWSW,2,FOXNEWSW_20200318_080000_FOX__Friends_First/start/1680,TURNING AWAY ASYLUM SEEKERS,TURNING AWAY ASYLUM SEEKERS,TURNING AWAY ASYLUM SEEKERS
1794,2020-03-18 08:33:52,FOXNEWSW,9,FOXNEWSW_20200318_080000_FOX__Friends_First/start/1980,DHS WEIGHS PLAN TO TURN AWAY ASYLUM SEEKERS,DHS WEIGHS PLAN TO TURN AWAY ASYLUM SEEKERS,DHS WEIGHS PLAN TO TURN AWAY ASYLUM SEEKERS
1795,2020-03-18 08:34:43,FOXNEWSW,3,FOXNEWSW_20200318_080000_FOX__Friends_First/start/2040,1 GUATEMALA HALTS FLIGHTS CARRYING U.S. DEPORTEES,1 GUATEMALA HALTS FLIGHTS CARRYING US DEPORTEES,GUATEMALA HALTS FLIGHTS CARRYING US DEPORTEES
1809,2020-03-18 17:04:23,CNNW,6,CNNW_20200318_170000_CNN_Right_Now_With_Brianna_Keilar/start/240,TRUMP: PLANNING T0 BLOCK ASYLUM SEEKERS AT SOUTHERN BORDER,TRUMP PLANNING T0 BLOCK ASYLUM SEEKERS AT SOUTHERN BORDER,TRUMP PLANNING TO BLOCK ASYLUM SEEKERS AT SOUTHERN BORDER
1810,2020-03-18 17:14:23,MSNBCW,39,MSNBCW_20200318_170000_MSNBC_Live_with_Velshi_and_Ruhle/start/840,TRUMP PLANS T0 DENY ASYLUM SEEKERS AT MEXICO BORDER,TRUMP PLANS T0 DENY ASYLUM SEEKERS AT MEXICO BORDER,TRUMP PLANS TO DENY ASYLUM SEEKERS AT MEXICO BORDER
1811,2020-03-18 17:54:00,CNNW,3,CNNW_20200318_170000_CNN_Right_Now_With_Brianna_Keilar/start/3240,REFUGEE ADMISSIONS TO THE US. TEMPORARILY SUSPENDED,REFUGEE ADMISSIONS TO THE US TEMPORARILY SUSPENDED,REFUGEE ADMISSIONS TO THE US TEMPORARILY SUSPENDED
1815,2020-03-18 19:20:28,CNNW,11,CNNW_20200318_190000_The_Lead_With_Jake_Tapper/start/1200,"U.S. AND CANADA CLOSE BORDER T0 NON-ESSENTIAL TRAVEL. . Juliette Kavyem Former Assistant Secretary, DHS",US AND CANADA CLOSE BORDER T0 NONESSENTIAL TRAVEL Juliette Kavyem Former Assistant Secretary DHS,US AND CANADA CLOSE BORDER TO NONESSENTIAL TRAVEL
1822,2020-03-19 00:28:00,FOXNEWSW,2,FOXNEWSW_20200319_000000_Tucker_Carlson_Tonight/start/1680,"Niâ. . wâ. REFUGEE S WERE BEING RESE'ITLED N U. .S' AMID CRISIS. . L, 7 Hnnanln",Ni w REFUGEE S WERE BEING RESEITLED N U S AMID CRISIS L 7 Hnnanln,Refugees were being resettled in the U.S. amid crisis
1823,2020-03-19 00:54:29,MSNBCW,4,MSNBCW_20200319_000000_All_In_With_Chris_Hayes/start/3240,ICE TO STOP MOST IMMIGRATION ENFORCEMENT. DURING CORONAVIRUS OUTBREAK,ICE TO STOP MOST IMMIGRATION ENFORCEMENT DURING CORONAVIRUS OUTBREAK,ICE to stop most immigration enforcement during coronavirus outbreak
1829,2020-03-19 02:08:51,BBCNEWS,4,BBCNEWS_20200319_020000_BBC_News/start/480,Coronavirus in Bangladesh. Aid agencies concerned about Rohingya refugees,Coronavirus in Bangladesh Aid agencies concerned about Rohingya refugees,Coronavirus in Bangladesh: Aid agencies concerned about Rohingya refugees
1832,2020-03-19 05:38:31,FOXNEWSW,2,FOXNEWSW_20200319_050000_Coronavirus_Pandemic_Coverage/start/2280,ICE UNDERTAKES MAJOR OPERATIONAL CHANGE. . (WIâ'7â,ICE UNDERTAKES MAJOR OPERATIONAL CHANGE WI7,ICE undertakes major operational change
1835,2020-03-19 07:52:40,MSNBCW,22,MSNBCW_20200319_070000_All_In_With_Chris_Hayes/start/3120,LA TIMES: ICE AGENTS MAKE ARRESTS ON FIRST. DAY OF CALIFORNIA CORONAVIRUS LOCKDOWN,LA TIMES ICE AGENTS MAKE ARRESTS ON FIRST DAY OF CALIFORNIA CORONAVIRUS LOCKDOWN,LA Times: ICE agents make arrests on first day of California coronavirus lockdown
1837,2020-03-19 09:21:09,FOXNEWSW,2,FOXNEWSW_20200319_090000_FOX__Friends_First/start/1260,COOPERATING WITH ICE. GA DEPT OF DRIVER'S 55m??? SH6RING INFO WITH FEDS,COOPERATING WITH ICE GA DEPT OF DRIVERS 55m SH6RING INFO WITH FEDS,COOPERATING WITH ICE GA DEPT OF DRIVERS SHARING INFO WITH FEDS
1847,2020-03-19 18:28:21,BBCNEWS,2,BBCNEWS_20200319_180000_BBC_News_at_Six/start/1680,Adele Lesley. Jlllll,Adele Lesley Jlllll,APPARENT SUICIDE ONE DEAD AT ICE FAMILY DETENTION CENTER
1852,2020-03-20 04:10:35,BBCNEWS,2,BBCNEWS_20200320_040000_BBC_News/start/600,Coronavirus: Philippines. Foreigners wiil be banned from entering,Coronavirus Philippines Foreigners wiil be banned from entering,Foreigners will be banned from entering
1855,2020-03-20 07:10:00,FOXNEWSW,3,FOXNEWSW_20200320_050000_Coronavirus_Pandemic_Coverage/start/7800,MIGRANTS IN EASTERN EUROPE AND MIDEAST BEING TURNED. AWAXWDUE TO EEARS THEY COULD HARBOR COVID-T 9 VIRUS. . frâï¬,MIGRANTS IN EASTERN EUROPE AND MIDEAST BEING TURNED AWAXWDUE TO EEARS THEY COULD HARBOR COVIDT 9 VIRUS fr,Migrants in Eastern Europe and Mideast being turned away due to fears they could harbor COVID-19 virus
1856,2020-03-20 07:10:28,FOXNEWSW,2,FOXNEWSW_20200320_050000_Coronavirus_Pandemic_Coverage/start/7800,> CHRIS PALUSKY | PRES GLOBAL WELFARE AGENCY. . MIGRANTS IN EASTERN EUROPE AND MIDEAST BEING TURNED. AWAY nI IF Tn FFAps THFY rnl II n HARROP rnVIn.10 leI IS,CHRIS PALUSKY PRES GLOBAL WELFARE AGENCY MIGRANTS IN EASTERN EUROPE AND MIDEAST BEING TURNED AWAY nI IF Tn FFAps THFY rnl II n HARROP rnVIn10 leI IS,Migrants in Eastern Europe and Mideast being turned away
1859,2020-03-20 12:46:24,BBCNEWS,2,BBCNEWS_20200320_110000_BBC_News/start/6360,"UCAS, Chief Executive -. Jlllll",UCAS Chief Executive Jlllll,State Department suspending visa services overseas
1860,2020-03-20 14:41:37,CNNW,22,CNNW_20200320_140000_CNN_Newsroom_With_Poppy_Harlow_and_Jim_Sciutto/start/2460,STATE DEPARTMENT SUSPENDING VISA SERVICES OVERSEAS,STATE DEPARTMENT SUSPENDING VISA SERVICES OVERSEAS,US Mexico agree to limit nonessential travel across border
1861,2020-03-20 16:08:25,CNNW,34,CNNW_20200320_160000_Inside_Politics/start/480,U.S. & MEXICO AGREE TO LIMIT NON-ESSENTIAL TRAVEL ACROSS BORDER,US MEXICO AGREE TO LIMIT NONESSENTIAL TRAVEL ACROSS BORDER,Acting DHS Secretary Wolf ban on nonessential travel with Mexico and Canada does not apply to trade
1869,2020-03-21 10:27:33,FOXNEWSW,9,FOXNEWSW_20200321_100000_FOX_and_Friends_Saturday/start/1620,' PERU CLOSES BORDERS TO COMBAT PANDEMIC,PERU CLOSES BORDERS TO COMBAT PANDEMIC,PERU CLOSES BORDERS TO COMBAT PANDEMIC
1870,2020-03-21 11:12:59,FOXNEWSW,2,FOXNEWSW_20200321_100000_FOX_and_Friends_Saturday/start/4320,u.s. ANDMEXICO BLOCKTRAVELAT SOUTHERN BORDER ' WW. . SPECIALâ. 'mm A. .,us ANDMEXICO BLOCKTRAVELAT SOUTHERN BORDER WW SPECIAL mm A,us AND MEXICO BLOCK TRAVEL AT SOUTHERN BORDER
1882,2020-03-21 20:19:17,MSNBCW,2,MSNBCW_20200321_200000_MSNBC_Live_With_Alicia_Menendez/start/1140,"' BROOKLYN DEFENDER SERVICES. AN D R EA SAE N Z I SUPERVISING ATIY, IMMIGRATION PRACTICE",BROOKLYN DEFENDER SERVICES AN D R EA SAE N Z I SUPERVISING ATIY IMMIGRATION PRACTICE,BROOKLYN DEFENDER SERVICES AND RYAN Z SUPERVISING ATTORNEY IMMIGRATION PRACTICE
1883,2020-03-21 20:19:21,MSNBCW,42,MSNBCW_20200321_200000_MSNBC_Live_With_Alicia_Menendez/start/1140,ICE TO TEMPORARILY HALT MOST ARRESTS AND. DEPORTATIONS AMID CORONAVIRUS PANDEMIC,ICE TO TEMPORARILY HALT MOST ARRESTS AND DEPORTATIONS AMID CORONAVIRUS PANDEMIC,ICE TO TEMPORARILY HALT MOST ARRESTS AND DEPORTATIONS AMID CORONAVIRUS PANDEMIC
1884,2020-03-21 20:20:22,MSNBCW,15,MSNBCW_20200321_200000_MSNBC_Live_With_Alicia_Menendez/start/1200,ACTING DHS DEPUTY SECRETARY CLARIFIES THAT ICE WILL. CONTINUE TO ARREST AND REMOVE 'CRIMINAL ALIENSâ,ACTING DHS DEPUTY SECRETARY CLARIFIES THAT ICE WILL CONTINUE TO ARREST AND REMOVE CRIMINAL ALIENS,ACTING DHS DEPUTY SECRETARY CLARIFIES THAT ICE WILL CONTINUE TO ARREST AND REMOVE CRIMINAL ALIENS
1891,2020-03-21 23:16:58,MSNBCW,5,MSNBCW_20200321_230000_MSNBC_Live/start/960,TEXAS PUBLIC RADIO: ASYLUM SEEKERS AT MATAMOROS MIGRANT. CAMP HAVE MINIMAL ACCESS TO BASIC HYGIENE PRODUCTS,TEXAS PUBLIC RADIO ASYLUM SEEKERS AT MATAMOROS MIGRANT CAMP HAVE MINIMAL ACCESS TO BASIC HYGIENE PRODUCTS,TEXAS PUBLIC RADIO ASYLUM SEEKERS AT MATAMOROS MIGRANT CAMP HAVE MINIMAL ACCESS TO BASIC HYGIENE PRODUCTS
1892,2020-03-21 23:17:59,MSNBCW,3,MSNBCW_20200321_230000_MSNBC_Live/start/1020,NPR: ADVOCATES WORRY DETAINED IMMIGRANTS. AT RISK OF CORONAVIRUS OUTBREAK,NPR ADVOCATES WORRY DETAINED IMMIGRANTS AT RISK OF CORONAVIRUS OUTBREAK,NPR ADVOCATES WORRY DETAINED IMMIGRANTS AT RISK OF CORONAVIRUS OUTBREAK
1893,2020-03-21 23:18:27,MSNBCW,26,MSNBCW_20200321_230000_MSNBC_Live/start/1080,"GLOBAL RESPONSE MANAGEMENT NONPROFIT: OVER 3,000 ASYLUM. SEEKERS IN NEED OF MEDICAL CARE ALONG SOUTHERN BORDER",GLOBAL RESPONSE MANAGEMENT NONPROFIT OVER 3000 ASYLUM SEEKERS IN NEED OF MEDICAL CARE ALONG SOUTHERN BORDER,GLOBAL RESPONSE MANAGEMENT NONPROFIT OVER 3000 ASYLUM SEEKERS IN NEED OF MEDICAL CARE ALONG SOUTHERN BORDER
1899,2020-03-22 13:39:04,MSNBCW,3,MSNBCW_20200322_130000_Velshi/start/2340,UNHCR CALLS FOR 33 MILLION TO COMBAT CORONA AMONG REFUGEES,UNHCR CALLS FOR 33 MILLION TO COMBAT CORONA AMONG REFUGEES,UNHCR CALLS FOR 33 MILLION TO COMBAT CORONA AMONG REFUGEES
1903,2020-03-22 17:48:52,MSNBCW,10,MSNBCW_20200322_160000_Weekends_With_Alex_Witt/start/6480,FARMS ANTICIPATING LABOR SHORTAGES AS STATE DEPT.. DELAYS PROCESSING OF VISA WORKERS,FARMS ANTICIPATING LABOR SHORTAGES AS STATE DEPT DELAYS PROCESSING OF VISA WORKERS,FARMS ANTICIPATING LABOR SHORTAGES AS STATE DEPT DELAYS PROCESSING OF VISA WORKERS
