,date,network,duration(s),tag,original_chyron,text_cleaned,llm_text
11,2019-01-01 13:04:40,MSNBCW,2,MSNBCW_20190101_130000_MSNBC_Live/start/240,"HOUSE DEMS' PLAN WOULD FUND DHS THROUGH. FEB. 8, EXTENDS $1.33 FOR BORDER SECURITY",HOUSE DEMS PLAN WOULD FUND DHS THROUGH FEB 8 EXTENDS 133 FOR BORDER SECURITY,HOUSE DEMS PLAN WOULD FUND DHS THROUGH FEB 8 EXTENDS 133 FOR BORDER SECURITY
12,2019-01-01 13:12:10,FOXNEWSW,23,FOXNEWSW_20190101_110000_FOX__Friends/start/7920,ICE: NO CONTACT W/ ILLEGAL ACCUSED OF MURDER,ICE NO CONTACT W ILLEGAL ACCUSED OF MURDER,ICE NO CONTACT WITH ILLEGAL ACCUSED OF MURDER
13,2019-01-01 13:46:41,FOXNEWSW,14,FOXNEWSW_20190101_110000_FOX__Friends/start/9960,THE HISPANIC- AMERICAN VOTE UNDER TRUMP,THE HISPANIC AMERICAN VOTE UNDER TRUMP,THE HISPANIC AMERICAN VOTE UNDER TRUMP
14,2019-01-01 14:05:01,FOXNEWSW,2,FOXNEWSW_20190101_110000_FOX__Friends/start/11100,SHUTDOWN. . TRUMP STANDS FIRM 0N NEED FOR BORDER WALL 'Â°=Â°9=Â°3=43. . DÂ» MICHELLE MAlKIN | SYNDICATED COLUMNIST & AUTHOR,SHUTDOWN TRUMP STANDS FIRM 0N NEED FOR BORDER WALL 9343 D MICHELLE MAlKIN SYNDICATED COLUMNIST AUTHOR,SHUTDOWN TRUMP STANDS FIRM ON NEED FOR BORDER WALL
17,2019-01-01 15:24:19,BBCNEWS,3,BBCNEWS_20190101_150000_BBC_News/start/1440,CHANNEL MIGRANT CROSSINGS. Two Border Force cutters 10 be redeployed in Channel,CHANNEL MIGRANT CROSSINGS Two Border Force cutters 10 be redeployed in Channel,CHANNEL MIGRANT CROSSINGS Two Border Force cutters to be redeployed in Channel
18,2019-01-01 15:24:32,BBCNEWS,8,BBCNEWS_20190101_150000_BBC_News/start/1440,CHANNEL MIGRANT CROSSINGS. Ships aim to deter migrams from making crossing,CHANNEL MIGRANT CROSSINGS Ships aim to deter migrams from making crossing,CHANNEL MIGRANT CROSSINGS Ships aim to deter migrants from making crossing
19,2019-01-01 15:24:43,BBCNEWS,8,BBCNEWS_20190101_150000_BBC_News/start/1440,CHANNEL MIGRANT CROSSINGS. Home Sec Sajid Javid cu' short holiday to address issue,CHANNEL MIGRANT CROSSINGS Home Sec Sajid Javid cu short holiday to address issue,CHANNEL MIGRANT CROSSINGS Home Sec Sajid Javid cut short holiday to address issue
21,2019-01-01 16:27:23,MSNBCW,2,MSNBCW_20190101_160000_MSNBC_Live/start/1620,AZ SHELTER FOR MIGRANT CHILDREN FACING CRIMINAL. REVIEW AFI'ER INCIDENTS CAUGHT ON VIDEO,AZ SHELTER FOR MIGRANT CHILDREN FACING CRIMINAL REVIEW AFIER INCIDENTS CAUGHT ON VIDEO,AZ SHELTER FOR MIGRANT CHILDREN FACING CRIMINAL REVIEW AFTER INCIDENTS CAUGHT ON VIDEO
24,2019-01-01 18:22:06,CNNW,23,CNNW_20190101_180000_CNN_Right_Now_With_Brianna_Keilar/start/1320,TRUMP SLAMS DEMOCRATS FOR NOT ALLOCATING BORDER WALL MONEY. . Rep. Anthony Brown (D) Armed Services Committee,TRUMP SLAMS DEMOCRATS FOR NOT ALLOCATING BORDER WALL MONEY Rep Anthony Brown D Armed Services Committee,TRUMP SLAMS DEMOCRATS FOR NOT ALLOCATING BORDER WALL MONEY Rep Anthony Brown D Armed Services Committee
33,2019-01-02 01:33:51,MSNBCW,4,MSNBCW_20190102_010000_Dateline_Extra/start/1980,AP: US. BORDER AGENTS FIRE TEAR GAS AT MIGRANTS NEAR SAN DIEGO,AP US BORDER AGENTS FIRE TEAR GAS AT MIGRANTS NEAR SAN DIEGO,AP US BORDER AGENTS FIRE TEAR GAS AT MIGRANTS NEAR SAN DIEGO
36,2019-01-02 09:03:26,FOXNEWSW,4,FOXNEWSW_20190102_090000_Fox_and_Friends_First/start/180,! CARAVAN VIOLENCE ON THE BORDER,CARAVAN VIOLENCE ON THE BORDER,CARAVAN VIOLENCE ON THE BORDER
39,2019-01-02 09:04:48,CNNW,13,CNNW_20190102_090000_Early_Start_with_Christine_Romans_and_Dave_Briggs/start/240,CBP INVESTIGATING CALIFORNIA BORDER INCIDENT. . Agents used tear gas and pepper spray on group of migrants,CBP INVESTIGATING CALIFORNIA BORDER INCIDENT Agents used tear gas and pepper spray on group of migrants,CBP INVESTIGATING CALIFORNIA BORDER INCIDENT Agents used tear gas and pepper spray on group of migrants
42,2019-01-02 09:50:04,FOXNEWSW,11,FOXNEWSW_20190102_090000_Fox_and_Friends_First/start/3000,. ILLEGAL IMMIGRATION OUTRAGE,ILLEGAL IMMIGRATION OUTRAGE,ILLEGAL IMMIGRATION OUTRAGE
46,2019-01-02 10:51:05,FOXNEWSW,6,FOXNEWSW_20190102_100000_Fox_and_Friends_First/start/3060,MEXICO'S PIAN TO REDUCE MIGRATION TO THE U.S.,MEXICOS PIAN TO REDUCE MIGRATION TO THE US,MEXICO'S PLAN TO REDUCE MIGRATION TO THE US
49,2019-01-02 11:07:00,FOXNEWSW,4,FOXNEWSW_20190102_110000_FOX__Friends/start/420,GOVE RNME NT. . VIOLENT MIGRANTS HIT BORDER AGENTS W/ ROCKS. . I 'I:06:05:49,GOVE RNME NT VIOLENT MIGRANTS HIT BORDER AGENTS W ROCKS I I060549,GOVERNMENT VIOLENT MIGRANTS HIT BORDER AGENTS WITH ROCKS
51,2019-01-02 12:02:42,FOXNEWSW,4,FOXNEWSW_20190102_110000_FOX__Friends/start/3720,150+ MIGRANTS VIOLENTLY STORM U. S. BORDER,150 MIGRANTS VIOLENTLY STORM U S BORDER,150 MIGRANTS VIOLENTLY STORM US BORDER
52,2019-01-02 12:03:33,FOXNEWSW,23,FOXNEWSW_20190102_110000_FOX__Friends/start/3780,"DHS: AGENTS FIRED TEAR GAS AT ""VIOLENT MOB"". OF MIGRANTS THROWING ROCKS ACROSS BORDER",DHS AGENTS FIRED TEAR GAS AT VIOLENT MOB OF MIGRANTS THROWING ROCKS ACROSS BORDER,DHS AGENTS FIRED TEAR GAS AT VIOLENT MOB OF MIGRANTS THROWING ROCKS ACROSS BORDER
53,2019-01-02 12:05:33,FOXNEWSW,3,FOXNEWSW_20190102_110000_FOX__Friends/start/3900,"I GOVERNMENT. . TODAY TRUMP TO DISCUSS BORDER WITH DEMS, GOP.",I GOVERNMENT TODAY TRUMP TO DISCUSS BORDER WITH DEMS GOP,GOVERNMENT TODAY TRUMP TO DISCUSS BORDER WITH DEMS GOP
54,2019-01-02 12:10:58,BBCNEWS,2,BBCNEWS_20190102_110000_BBC_Newsroom_Live/start/4200,CHANNEL MIGRANT CROSSINGS. Govemment declared the situation a major incident,CHANNEL MIGRANT CROSSINGS Govemment declared the situation a major incident,CHANNEL MIGRANT CROSSINGS GOVERNMENT DECLARED THE SITUATION A MAJOR INCIDENT
55,2019-01-02 12:11:34,BBCNEWS,4,BBCNEWS_20190102_110000_BBC_Newsroom_Live/start/4260,CHANNEL MIGRANT CROSSINGS,CHANNEL MIGRANT CROSSINGS,CHANNEL MIGRANT CROSSINGS
56,2019-01-02 12:14:41,BBCNEWS,9,BBCNEWS_20190102_110000_BBC_Newsroom_Live/start/4440,CHANNEL MIGRANT CROSSINGS. Javid: We need to send a strong message,CHANNEL MIGRANT CROSSINGS Javid We need to send a strong message,CHANNEL MIGRANT CROSSINGS JAVID WE NEED TO SEND A STRONG MESSAGE
57,2019-01-02 12:28:39,FOXNEWSW,9,FOXNEWSW_20190102_110000_FOX__Friends/start/5280,BORDER BATTLE,BORDER BATTLE,BORDER BATTLE
59,2019-01-02 13:04:00,FOXNEWSW,2,FOXNEWSW_20190102_110000_FOX__Friends/start/7440,GOVE RNME NT. . TRUMP ASKS DEMS GOP TO BORDER BRIEFING TODAY 'â,GOVE RNME NT TRUMP ASKS DEMS GOP TO BORDER BRIEFING TODAY,GOVERNMENT TRUMP ASKS DEMS GOP TO BORDER BRIEFING TODAY
60,2019-01-02 13:08:37,BBCNEWS,4,BBCNEWS_20190102_130000_BBC_News_at_One/start/480,STEVE VALDEZ-SVMONDS. Amnesty's Refugee & Migrant Rights Programme,STEVE VALDEZSVMONDS Amnestys Refugee Migrant Rights Programme,STEVE VALDEZ'S AMNESTY REFUGEE MIGRANT RIGHTS PROGRAMME
61,2019-01-02 13:10:00,FOXNEWSW,3,FOXNEWSW_20190102_110000_FOX__Friends/start/7800,CUOMO JABS AT TRUMP OVER BORDER POLICIES. 'F,CUOMO JABS AT TRUMP OVER BORDER POLICIES F,CUOMO JABS AT TRUMP OVER BORDER POLICIES
62,2019-01-02 13:11:00,FOXNEWSW,4,FOXNEWSW_20190102_110000_FOX__Friends/start/7860,GOVE RNME NT. . ILLEGAL IMMIGRATION OUTRAGE I_. . [II- .os. 09: 49,GOVE RNME NT ILLEGAL IMMIGRATION OUTRAGE I II os 09 49,GOVERNMENT ILLEGAL IMMIGRATION OUTRAGE
63,2019-01-02 13:18:38,FOXNEWSW,24,FOXNEWSW_20190102_110000_FOX__Friends/start/8280,WHAT IS CRENSHAW'S PLAN TO FIX BORDER?,WHAT IS CRENSHAWS PLAN TO FIX BORDER,WHAT IS CRENSHAW'S PLAN TO FIX BORDER
64,2019-01-02 13:38:35,FOXNEWSW,2,FOXNEWSW_20190102_110000_FOX__Friends/start/9480,"SHUTDOWN. . TODAY: TRUMP TO DISCUSS BORDER WITH DEMS, GOP ' 1=03=37=21. . E"" NEW'I' GINGRICH | FOX NEWS CONTRIBUTOR",SHUTDOWN TODAY TRUMP TO DISCUSS BORDER WITH DEMS GOP 1033721 E NEWI GINGRICH FOX NEWS CONTRIBUTOR,SHUTDOWN TODAY TRUMP TO DISCUSS BORDER WITH DEMS GOP
65,2019-01-02 13:38:55,BBCNEWS,4,BBCNEWS_20190102_133000_BBC_News/start/480,CHANNEL MIGRANT CROSSINGS. . Home Sec questions it migrants are genuine asylum saeksvs,CHANNEL MIGRANT CROSSINGS Home Sec questions it migrants are genuine asylum saeksvs,CHANNEL MIGRANT CROSSINGS HOME SEC QUESTIONS IF MIGRANTS ARE GENUINE ASYLUM SEEKERS
66,2019-01-02 14:08:26,MSNBCW,5,MSNBCW_20190102_140000_MSNBC_Live_With_Stephanie_Ruhle/start/480,"DHS CHIEF NIELSEN: WE'RE IN MIDST OF. ""A HUMANITARIAN CRISIS"" AT THE BORDER",DHS CHIEF NIELSEN WERE IN MIDST OF A HUMANITARIAN CRISIS AT THE BORDER,DHS CHIEF NIELSEN WE'RE IN MIDST OF A HUMANITARIAN CRISIS AT THE BORDER
67,2019-01-02 14:08:39,MSNBCW,4,MSNBCW_20190102_140000_MSNBC_Live_With_Stephanie_Ruhle/start/480,U.S. AGENTS FIRE TEAR GAS AS MIGRANTS TRY TO CROSS BORDER FENCE,US AGENTS FIRE TEAR GAS AS MIGRANTS TRY TO CROSS BORDER FENCE,US AGENTS FIRE TEAR GAS AS MIGRANTS TRY TO CROSS BORDER FENCE
68,2019-01-02 14:09:12,FOXNEWSW,2,FOXNEWSW_20190102_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/540,SUSPECT IS AN ILLEGAL IMMIGRANT FROM MEXICO,SUSPECT IS AN ILLEGAL IMMIGRANT FROM MEXICO,SUSPECT IS AN ILLEGAL IMMIGRANT FROM MEXICO
71,2019-01-02 14:57:59,CNNW,3,CNNW_20190102_140000_CNN_Newsroom_with_Poppy_Harlow_and_Jim_Sciutto/start/3420,BORDER PATROL USES TEAR GAS 0N MIGRANTS,BORDER PATROL USES TEAR GAS 0N MIGRANTS,BORDER PATROL USES TEAR GAS ON MIGRANTS
72,2019-01-02 14:58:37,CNNW,2,CNNW_20190102_140000_CNN_Newsroom_with_Poppy_Harlow_and_Jim_Sciutto/start/3480,BORDER PATROL USES TEAR GAS ON MIGRANTS. . Leyla Santiago 0W Correspondent,BORDER PATROL USES TEAR GAS ON MIGRANTS Leyla Santiago 0W Correspondent,BORDER PATROL USES TEAR GAS ON MIGRANTS Leyla Santiago OW Correspondent
74,2019-01-02 15:36:07,FOXNEWSW,2,FOXNEWSW_20190102_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/5760,U. S. OFFICERS FIRE TEAR GAS AND PEPPER SPRAY AS. ROCK- THROWING MIGRANTS STORM THE BORDER. . TLIE HEATâ 1' JED,U S OFFICERS FIRE TEAR GAS AND PEPPER SPRAY AS ROCK THROWING MIGRANTS STORM THE BORDER TLIE HEAT 1 JED,US OFFICERS FIRE TEAR GAS AND PEPPER SPRAY AS ROCK THROWING MIGRANTS STORM THE BORDER
75,2019-01-02 16:09:05,FOXNEWSW,2,FOXNEWSW_20190102_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/7740,ILLEGAL IMMIGRANT TO BE ARRAIGNED ON,ILLEGAL IMMIGRANT TO BE ARRAIGNED ON,ILLEGAL IMMIGRANT TO BE ARRAIGNED ON
78,2019-01-02 16:43:39,FOXNEWSW,3,FOXNEWSW_20190102_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/9780,> THOMAS HOMAN | FMR ACTING ICE DIRECTOR,THOMAS HOMAN FMR ACTING ICE DIRECTOR,THOMAS HOMAN FMR ACTING ICE DIRECTOR
79,2019-01-02 16:43:42,FOXNEWSW,2,FOXNEWSW_20190102_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/9780,I > THOMAS HOMAN | FMR ACTING ICE DIRECTOR. . ' CBP AGENTS FIRED TEAR GAS INTO MEXICO TO. cmp MIGDANTQ :pnM Tupnwwr: park: Arpnqc nnpnrp,I THOMAS HOMAN FMR ACTING ICE DIRECTOR CBP AGENTS FIRED TEAR GAS INTO MEXICO TO cmp MIGDANTQ pnM Tupnwwr park Arpnqc nnpnrp,THOMAS HOMAN FMR ACTING ICE DIRECTOR CBP AGENTS FIRED TEAR GAS INTO MEXICO TO COMPETE WITH MIGRANTS
82,2019-01-02 18:03:17,MSNBCW,2,MSNBCW_20190102_180000_MSNBC_Live_With_Velshi_and_Ruhle/start/180,I TRUMP: $5.63 A SMALL PRICE TO PAY FOR BORDER SECURITY ',I TRUMP 563 A SMALL PRICE TO PAY FOR BORDER SECURITY,I TRUMP 563 A SMALL PRICE TO PAY FOR BORDER SECURITY
83,2019-01-02 18:03:29,MSNBCW,2,MSNBCW_20190102_180000_MSNBC_Live_With_Velshi_and_Ruhle/start/180,TRUMP: GOP IS FOR A DEAL 0N DREAMERS,TRUMP GOP IS FOR A DEAL 0N DREAMERS,TRUMP GOP IS FOR A DEAL ON DREAMERS
85,2019-01-02 18:30:00,FOXNEWSW,4,FOXNEWSW_20190102_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/1800,AWAITING TRUMP REMARKS. . U S AUTHORITIES SAY ABOUT 150 MIGRANTS TRIED TO. '. ' I I ' A I H . ' I . A ' I A A n,AWAITING TRUMP REMARKS U S AUTHORITIES SAY ABOUT 150 MIGRANTS TRIED TO I I A I H I A I A A n,AWAITING TRUMP REMARKS U S AUTHORITIES SAY ABOUT 150 MIGRANTS TRIED TO CROSS
86,2019-01-02 19:28:38,CNNW,24,CNNW_20190102_190000_CNN_Newsroom_With_Brooke_Baldwin/start/1680,TRUMP: GOP WILLING TO INCLUDE DREAMERS IN WALL DEAL,TRUMP GOP WILLING TO INCLUDE DREAMERS IN WALL DEAL,TRUMP GOP WILLING TO INCLUDE DREAMERS IN WALL DEAL
90,2019-01-02 21:27:52,FOXNEWSW,2,FOXNEWSW_20190102_210000_Your_World_With_Neil_Cavuto/start/1620,"AWAITING ARRAIGNMENT OF THE ILLEGAL IMMIGRANT. SUSPECTED OF KILLING CALIFORNIA POLICE OFFICER. . I, 777",AWAITING ARRAIGNMENT OF THE ILLEGAL IMMIGRANT SUSPECTED OF KILLING CALIFORNIA POLICE OFFICER I 777,AWAITING ARRAIGNMENT OF THE ILLEGAL IMMIGRANT SUSPECTED OF KILLING CALIFORNIA POLICE OFFICER
91,2019-01-02 21:29:00,FOXNEWSW,2,FOXNEWSW_20190102_210000_Your_World_With_Neil_Cavuto/start/1740,"CUSTOMS AND BORDER PROTECTION DEPUTY COMMISSIONER. ON THE BATTLE OVER ILLEGAL IMMIGRATION. . â7, i",CUSTOMS AND BORDER PROTECTION DEPUTY COMMISSIONER ON THE BATTLE OVER ILLEGAL IMMIGRATION 7 i,CUSTOMS AND BORDER PROTECTION DEPUTY COMMISSIONER ON THE BATTLE OVER ILLEGAL IMMIGRATION
99,2019-01-03 00:03:59,FOXNEWSW,2,FOXNEWSW_20190103_000000_The_Story_With_Martha_MacCallum/start/180,GIDLEY: DEMOCRATS DIDN'T WANT ANYTHING. . TO DO WITH WHAT DHS SECRETARY HAD TO SAY,GIDLEY DEMOCRATS DIDNT WANT ANYTHING TO DO WITH WHAT DHS SECRETARY HAD TO SAY,GIDLEY DEMOCRATS DIDN'T WANT ANYTHING TO DO WITH WHAT DHS SECRETARY HAD TO SAY
101,2019-01-03 01:20:00,FOXNEWSW,3,FOXNEWSW_20190103_010000_Tucker_Carlson_Tonight/start/1200,FACEBOOK ACCUSED OF REMOVING POSTS. CALLING ARRIAGA I'LLEGAL IMMIGRANT'. . 2|: fnnÂ§n11f u .........,FACEBOOK ACCUSED OF REMOVING POSTS CALLING ARRIAGA ILLEGAL IMMIGRANT 2 fnnn11f u,FACEBOOK ACCUSED OF REMOVING POSTS CALLING ARRIAGA ILLEGAL IMMIGRANT
102,2019-01-03 02:14:16,FOXNEWSW,2,FOXNEWSW_20190103_020000_Hannity/start/840,"SHERIFF SLAMS CA SANCTUARY POLICY AFTER ILLEGAL @153. IMMIGRANT IS ACCUSED OF MURDERING POLICE OFFICER. ' r , ,. .  . . ï¬",SHERIFF SLAMS CA SANCTUARY POLICY AFTER ILLEGAL 153 IMMIGRANT IS ACCUSED OF MURDERING POLICE OFFICER r,SHERIFF SLAMS CA SANCTUARY POLICY AFTER ILLEGAL IMMIGRANT IS ACCUSED OF MURDERING POLICE OFFICER
104,2019-01-03 02:53:17,FOXNEWSW,2,FOXNEWSW_20190103_020000_Hannity/start/3180,CHARGES FILED AGAINST ILLEGAL IMMIGRANT. ACCUSED OF KILLING CA POLICE OFFICER,CHARGES FILED AGAINST ILLEGAL IMMIGRANT ACCUSED OF KILLING CA POLICE OFFICER,CHARGES FILED AGAINST ILLEGAL IMMIGRANT ACCUSED OF KILLING CA POLICE OFFICER
105,2019-01-03 03:01:00,FOXNEWSW,2,FOXNEWSW_20190103_030000_The_Ingraham_Angle/start/60,DEMS TRYING TO SCORE POLITICAL POINTS AS. . MIGRANTS 1-1qu ROCKS Aj BORDER AGENTS,DEMS TRYING TO SCORE POLITICAL POINTS AS MIGRANTS 11qu ROCKS Aj BORDER AGENTS,DEMS TRYING TO SCORE POLITICAL POINTS AS MIGRANTS ROCK BORDER AGENTS
106,2019-01-03 04:47:00,CNNW,10,CNNW_20190103_040000_CNN_Tonight_With_Don_Lemon/start/2820,LAWYER: INVESTIGATORS LOOKING INTO. UNDOCUMENTED IMMIGRANTS AT TRUMP GOLF CLUB,LAWYER INVESTIGATORS LOOKING INTO UNDOCUMENTED IMMIGRANTS AT TRUMP GOLF CLUB,LAWYER INVESTIGATORS LOOKING INTO UNDOCUMENTED IMMIGRANTS AT TRUMP GOLF CLUB
107,2019-01-03 05:06:48,BBCNEWS,8,BBCNEWS_20190103_050000_The_Briefing/start/360,UK MIGRANT CROSSINGS. Police arrest two over illegal movement of migrants,UK MIGRANT CROSSINGS Police arrest two over illegal movement of migrants,UK MIGRANT CROSSINGS POLICE ARREST TWO OVER ILLEGAL MOVEMENT OF MIGRANTS
110,2019-01-03 07:08:00,FOXNEWSW,2,FOXNEWSW_20190103_070000_The_Ingraham_Angle/start/480,":4. mm :7. . E,. . ' 'H â(Vi-n. .  . . Emma) Jim u M. . a}:. IMMIGRATION ENFORCEMENT OFFICIALS DEFEND. IICING TFAP GAQ AGAINQT ""('HAOQ"" AT RDPDFD I",4 mm 7 E H Vin Emma Jim u M a IMMIGRATION ENFORCEMENT OFFICIALS DEFEND IICING TFAP GAQ AGAINQT HAOQ AT RDPDFD I,IMMIGRATION ENFORCEMENT OFFICIALS DEFEND ICING AT RDPDFD
113,2019-01-03 07:53:10,FOXNEWSW,2,FOXNEWSW_20190103_070000_The_Ingraham_Angle/start/3180,' GOV. CUOMO PARDONS MORE THAN 20 ILLEGALS. FACING DVEEPQRTATION IN NEW YORK,GOV CUOMO PARDONS MORE THAN 20 ILLEGALS FACING DVEEPQRTATION IN NEW YORK,GOV CUOMO PARDONS MORE THAN 20 ILLEGALS FACING DEPORTATION IN NEW YORK
114,2019-01-03 07:53:16,FOXNEWSW,2,FOXNEWSW_20190103_070000_The_Ingraham_Angle/start/3180,> BYRON YORK | WASHINGTON EXAMINER. . GOV. CUOMO PARDONS MORE THAN 20 ILLEGALS. FArlm: aninATInN IN NFW vnpk,BYRON YORK WASHINGTON EXAMINER GOV CUOMO PARDONS MORE THAN 20 ILLEGALS FArlm aninATInN IN NFW vnpk,BYRON YORK WASHINGTON EXAMINER GOV CUOMO PARDONS MORE THAN 20 ILLEGALS FACING DEPORTATION IN NEW YORK
115,2019-01-03 08:13:06,FOXNEWSW,2,FOXNEWSW_20190103_080000_Fox_News__Night_With_Shannon_Bream/start/780,"""PNEUMONIA, TUBERCULOSIS"". RPT: 50 MIGRANTS A DAY [REFERRED FOR MEDICAL CARE",PNEUMONIA TUBERCULOSIS RPT 50 MIGRANTS A DAY REFERRED FOR MEDICAL CARE,50 MIGRANTS A DAY REFERRED FOR MEDICAL CARE
119,2019-01-03 09:02:32,FOXNEWSW,20,FOXNEWSW_20190103_090000_Fox_and_Friends_First/start/120,I TRUMP HOLDING FIRM ON BORDER WALL,I TRUMP HOLDING FIRM ON BORDER WALL,CHANNEL MIGRANTS ARRESTS
125,2019-01-03 09:34:20,FOXNEWSW,11,FOXNEWSW_20190103_090000_Fox_and_Friends_First/start/2040,GRAHAM'S OFFER T0 DEMS: TRADE DACA FOR WALL,GRAHAMS OFFER T0 DEMS TRADE DACA FOR WALL,GRAHAMS OFFER TO DEMS TRADE DACA FOR WALL
128,2019-01-03 10:11:12,BBCNEWS,10,BBCNEWS_20190103_090000_BBC_News/start/4260,CHANNEL MIGRANT CROSSINGS. Iranian national and a Briton arrested in Manchester,CHANNEL MIGRANT CROSSINGS Iranian national and a Briton arrested in Manchester,CHANNEL MIGRANT CROSSINGS Iranian national and a Briton arrested in Manchester
129,2019-01-03 10:11:34,BBCNEWS,2,BBCNEWS_20190103_090000_BBC_News/start/4260,CHANNEL MIGRANT CROSSINGS. Reports Home Sec has requested help 110m Royal Navy,CHANNEL MIGRANT CROSSINGS Reports Home Sec has requested help 110m Royal Navy,CHANNEL MIGRANT CROSSINGS Reports Home Sec has requested help 110m Royal Navy
130,2019-01-03 10:15:28,FOXNEWSW,2,FOXNEWSW_20190103_100000_Fox_and_Friends_First/start/900,ACCUSED KILLER IS AN ILLEGAL IMMIGRANT,ACCUSED KILLER IS AN ILLEGAL IMMIGRANT,ACCUSED KILLER IS AN ILLEGAL IMMIGRANT
131,2019-01-03 10:17:45,FOXNEWSW,17,FOXNEWSW_20190103_100000_Fox_and_Friends_First/start/1020,CUTLER: BORDER SECURITY IS NATIONAL SECURITY,CUTLER BORDER SECURITY IS NATIONAL SECURITY,CUTLER BORDER SECURITY IS NATIONAL SECURITY
132,2019-01-03 10:23:59,FOXNEWSW,2,FOXNEWSW_20190103_100000_Fox_and_Friends_First/start/1380,MOVING TO VERMONT. VT SEES HIGHEST MIgRATIpN IN u.s. IN 2018,MOVING TO VERMONT VT SEES HIGHEST MIgRATIpN IN us IN 2018,MOVING TO VERMONT VT SEES HIGHEST MIGRATION IN US IN 2018
133,2019-01-03 10:58:04,FOXNEWSW,2,FOXNEWSW_20190103_100000_Fox_and_Friends_First/start/3480,RESISTING 'A REST'. TWO MIGRANTS BUSTED IN SPAIN HIDING IN MATTRESSES,RESISTING A REST TWO MIGRANTS BUSTED IN SPAIN HIDING IN MATTRESSES,RESISTING A REST TWO MIGRANTS BUSTED IN SPAIN HIDING IN MATTRESSES
