,date,network,duration(s),tag,original_chyron,text_cleaned,llm_text
46,2021-01-09 12:50:00,FOXNEWSW,5,FOXNEWSW_20210109_110000_FOX_and_Friends_Saturday/start/6600,MIGRANT SURGE AT THE BORDER,MIGRANT SURGE AT THE BORDER,MIGRANT SURGE AT THE BORDER
48,2021-01-09 14:46:00,FOXNEWSW,5,FOXNEWSW_20210109_110000_FOX_and_Friends_Saturday/start/13560,JUDGE BLOCKS TRUMP ADMIN'S SWEEPING ASYLUM RULES,JUDGE BLOCKS TRUMP ADMINS SWEEPING ASYLUM RULES,JUDGE BLOCKS TRUMP ADMIN'S SWEEPING ASYLUM RULES
49,2021-01-09 14:47:00,FOXNEWSW,2,FOXNEWSW_20210109_110000_FOX_and_Friends_Saturday/start/13620,BIDEN'S BORDER AGENDA,BIDENS BORDER AGENDA,BIDEN'S BORDER AGENDA
52,2021-01-09 14:49:00,FOXNEWSW,10,FOXNEWSW_20210109_110000_FOX_and_Friends_Saturday/start/13740,TRUMP'S LEGACY ON IMMIGRATION & BORDER SECURITY,TRUMPS LEGACY ON IMMIGRATION BORDER SECURITY,TRUMP'S LEGACY ON IMMIGRATION AND BORDER SECURITY
60,2021-01-10 17:35:00,FOXNEWSW,3,FOXNEWSW_20210110_170000_Americas_News_Headquarters/start/2100,BIDEN: I' LL INTRODUCE IMMIGRATION BILL IMMEDIATELY. . rm NEWS H0,BIDEN I LL INTRODUCE IMMIGRATION BILL IMMEDIATELY rm NEWS H0,BIDEN WILL INTRODUCE IMMIGRATION BILL IMMEDIATELY
61,2021-01-10 18:22:00,FOXNEWSW,2,FOXNEWSW_20210110_180000_Americas_News_Headquarters/start/1320,"BIDEN TO INTRODUCE IMMIGRATION BILL âIMMEDIATELY"" I ... . ' ââ7 # VYV'IE'KW'I'INEWSHO1 7,7",BIDEN TO INTRODUCE IMMIGRATION BILL IMMEDIATELY I 7 VYVIEKWIINEWSHO1 77,BIDEN TO INTRODUCE IMMIGRATION BILL IMMEDIATELY
62,2021-01-10 18:23:00,FOXNEWSW,2,FOXNEWSW_20210110_180000_Americas_News_Headquarters/start/1380,"BIDEN VOWS IMMIGRATION REFORM ""IMMEDIATELY' I!' m:. . Â» m NEWS .HO1 - râ 777 m",BIDEN VOWS IMMIGRATION REFORM IMMEDIATELY I m m NEWS HO1 r 777 m,BIDEN VOWS IMMIGRATION REFORM IMMEDIATELY
63,2021-01-10 21:38:00,FOXNEWSW,3,FOXNEWSW_20210110_210000_Americas_News_Headquarters/start/2280,"BIDEN PLEDGES IMMIGRATION REFORM ""IMMEDIATELY"". . m NEWS .HO",BIDEN PLEDGES IMMIGRATION REFORM IMMEDIATELY m NEWS HO,BIDEN PLEDGES IMMIGRATION REFORM IMMEDIATELY
66,2021-01-10 23:15:00,MSNBCW,7,MSNBCW_20210110_230000_American_Voices_With_Alicia_Menendez/start/900,TRUMP HEADING TO TEXAS BORDER,TRUMP HEADING TO TEXAS BORDER,TRUMP HEADING TO TEXAS BORDER
68,2021-01-11 00:33:00,MSNBCW,7,MSNBCW_20210111_000000_American_Voices_With_Alicia_Menendez/start/1980,"BORDER REPORT: MINORITY COALITIONS THAT HELPED. FLIP GEORGIA SET SIGHTS ON TEXAS, FLORIDA",BORDER REPORT MINORITY COALITIONS THAT HELPED FLIP GEORGIA SET SIGHTS ON TEXAS FLORIDA,BORDER REPORT MINORITY COALITIONS THAT HELPED FLIP GEORGIA SET SIGHTS ON TEXAS FLORIDA
69,2021-01-11 00:37:00,MSNBCW,3,MSNBCW_20210111_000000_American_Voices_With_Alicia_Menendez/start/2220,PRES. TRUMP SCHEDULED TO SURVEY BORDER. WALL CONSTRUCTION IN TEXAS THIS WEEK,PRES TRUMP SCHEDULED TO SURVEY BORDER WALL CONSTRUCTION IN TEXAS THIS WEEK,PRES TRUMP SCHEDULED TO SURVEY BORDER WALL CONSTRUCTION IN TEXAS THIS WEEK
72,2021-01-11 10:07:00,FOXNEWSW,3,FOXNEWSW_20210111_100000_FOX__Friends_First/start/420," TRUMP TO VISIT SOUTHWEST BORDERWALL TOMORROW E,. . m",TRUMP TO VISIT SOUTHWEST BORDERWALL TOMORROW E m,TRUMP TO VISIT SOUTHWEST BORDER WALL TOMORROW
73,2021-01-11 11:54:00,FOXNEWSW,3,FOXNEWSW_20210111_110000_FOX_and_Friends/start/3240,TRUMP TO VISIT BORDER WALL N TX TOMORROW lFOX friends &L,TRUMP TO VISIT BORDER WALL N TX TOMORROW lFOX friends L,TRUMP TO VISIT BORDER WALL IN TX TOMORROW
93,2021-01-12 04:02:36,MSNBCW,3,MSNBCW_20210112_040000_The_11th_Hour_With_Brian_Williams/start/120,TRUMP'S ACTING DHS SECY. CHAD WOLF RESIGNS,TRUMPS ACTING DHS SECY CHAD WOLF RESIGNS,TRUMP'S ACTING DHS SECRETARY CHAD WOLF RESIGNS
95,2021-01-12 10:04:00,FOXNEWSW,2,FOXNEWSW_20210112_100000_FOX__Friends_First/start/240,TRUMP HEADS TO BORDER WALL TODAY. . \. 'â'-T:WETEDTF_,TRUMP HEADS TO BORDER WALL TODAY TWETEDTF,TRUMP HEADS TO BORDER WALL TODAY
105,2021-01-12 16:28:46,FOXNEWSW,4,FOXNEWSW_20210112_140000_Americas_Newsroom/start/8880,> TOM HOMAN I FORMER ACTING ICE DIRECTOR,TOM HOMAN I FORMER ACTING ICE DIRECTOR,TOM HOMAN I FORMER ACTING ICE DIRECTOR
106,2021-01-12 16:28:57,FOXNEWSW,4,FOXNEWSW_20210112_140000_Americas_Newsroom/start/8880,I TAXPAYER COSTS OF BIDEN IMMIGRATION PLANS,I TAXPAYER COSTS OF BIDEN IMMIGRATION PLANS,I TAXPAYER COSTS OF BIDEN IMMIGRATION PLANS
108,2021-01-12 19:25:00,FOXNEWSW,3,FOXNEWSW_20210112_190000_The_Daily_Briefing_With_Dana_Perino/start/1500,. i BIDEN'S PLANS T0 REVERSE TRUMP IMMIGRATION POLICY,i BIDENS PLANS T0 REVERSE TRUMP IMMIGRATION POLICY,BIDEN'S PLANS TO REVERSE TRUMP IMMIGRATION POLICY
110,2021-01-12 19:27:31,FOXNEWSW,2,FOXNEWSW_20210112_190000_The_Daily_Briefing_With_Dana_Perino/start/1620,IORITIES a. PROGRESSIVE IMMIGRATION PR. COST OF,IORITIES a PROGRESSIVE IMMIGRATION PR COST OF,IORITIES A PROGRESSIVE IMMIGRATION PR COST OF
111,2021-01-12 22:38:32,FOXNEWSW,3,FOXNEWSW_20210112_220000_The_Five/start/2280,FINAL PUSH ON IMMIGRATION. TRUMP VISITS TEXAS To TOUT BORDER WALL GAINS,FINAL PUSH ON IMMIGRATION TRUMP VISITS TEXAS To TOUT BORDER WALL GAINS,FINAL PUSH ON IMMIGRATION TRUMP VISITS TEXAS TO TOUT BORDER WALL GAINS
112,2021-01-12 23:10:00,FOXNEWSW,2,FOXNEWSW_20210112_230000_Special_Report_With_Bret_Baier/start/600,"HALT AND REVERSE. BIDEN vows CHANGES TO MANY TRUMP IMMIGRATION POLICIES. . |._._' _ __I II L;I._I,LAI'H,J.'I\J|\â IMILIILI II Iâ _ â __",HALT AND REVERSE BIDEN vows CHANGES TO MANY TRUMP IMMIGRATION POLICIES I II LIILAIHJIJ IMILIILI II I,HALT AND REVERSE BIDEN VOWS CHANGES TO MANY TRUMP IMMIGRATION POLICIES
114,2021-01-12 23:28:00,FOXNEWSW,2,FOXNEWSW_20210112_230000_Special_Report_With_Bret_Baier/start/1680,IMMIGRATION REFORM. BIDEN SAYS MAIYORKAS WILI. HAVEâCRITICAL ROLE,IMMIGRATION REFORM BIDEN SAYS MAIYORKAS WILI HAVECRITICAL ROLE,IMMIGRATION REFORM BIDEN SAYS MAYORKAS WILL HAVE CRITICAL ROLE
115,2021-01-12 23:28:35,FOXNEWSW,2,FOXNEWSW_20210112_230000_Special_Report_With_Bret_Baier/start/1680,FIRST 100 DAYS. BIDEN PROMISES IMMIGRATION BILL & PAUSE ON DEPORTATIONS,FIRST 100 DAYS BIDEN PROMISES IMMIGRATION BILL PAUSE ON DEPORTATIONS,FIRST 100 DAYS BIDEN PROMISES IMMIGRATION BILL PAUSE ON DEPORTATIONS
116,2021-01-13 00:57:00,FOXNEWSW,12,FOXNEWSW_20210113_000000_The_Story_With_Martha_MacCallum/start/3420,. BIDEN'S PLAN TO REVERSE TRUMP IMMIGRATION AGENDA. . W,BIDENS PLAN TO REVERSE TRUMP IMMIGRATION AGENDA W,BIDEN'S PLAN TO REVERSE TRUMP IMMIGRATION AGENDA
118,2021-01-13 04:19:00,FOXNEWSW,2,FOXNEWSW_20210113_040000_Fox_News_at_Night_With_Shannon_Bream/start/1140,"RECRUITING TOOL. ï¬ TECH Â£OMPANIES EYEIN'G'V'EIDEN IMMIGRATION PLAN 7 7,",RECRUITING TOOL TECH OMPANIES EYEINGVEIDEN IMMIGRATION PLAN 7 7,RECRUITING TOOL TECH COMPANIES EYEING BIDEN IMMIGRATION PLAN
119,2021-01-13 04:20:00,FOXNEWSW,2,FOXNEWSW_20210113_040000_Fox_News_at_Night_With_Shannon_Bream/start/1200,"WORDS OF WARNING. TRUMP CAUTIQNs AGAINST CHANGING IMMIGRATION POLICY. L 2135 ~ 17â ï¬l' F311 .31"": ;",WORDS OF WARNING TRUMP CAUTIQNs AGAINST CHANGING IMMIGRATION POLICY L 2135 17 l F311 31,WORDS OF WARNING TRUMP CAUTIONS AGAINST CHANGING IMMIGRATION POLICY
122,2021-01-13 09:53:00,FOXNEWSW,2,FOXNEWSW_20210113_090000_FOX__Friends_First/start/3180,FOX & friends. . I ICE BlAMES SANCTUARY POLICIES FOR MURDER 0F MOTHER,FOX friends I ICE BlAMES SANCTUARY POLICIES FOR MURDER 0F MOTHER,ICE BLAMES SANCTUARY POLICIES FOR MURDER OF MOTHER
123,2021-01-13 10:41:00,FOXNEWSW,2,FOXNEWSW_20210113_100000_FOX__Friends_First/start/2460,Fox & friends. . MOTHER SHOT DEAD BY CRIMINAL ILLEGAL IMMIGRANT I ~. . m,Fox friends MOTHER SHOT DEAD BY CRIMINAL ILLEGAL IMMIGRANT I m,MOTHER SHOT DEAD BY CRIMINAL ILLEGAL IMMIGRANT
142,2021-01-14 09:24:40,FOXNEWSW,2,FOXNEWSW_20210114_090000_FOX__Friends_First/start/1440,"FOX & friends. . GOOGIE TO FUND 500 DACA APPLICATIONS WITH $250,000",FOX friends GOOGIE TO FUND 500 DACA APPLICATIONS WITH 250000,FOX friends GOOGIE TO FUND 500 DACA APPLICATIONS WITH 250000
143,2021-01-14 10:39:53,FOXNEWSW,2,FOXNEWSW_20210114_100000_FOX__Friends_First/start/2340,"New Year.. New Lineup.. . GOOGIE TO FUND 500 DACA APPLICATIONS WITH $250, 000. . m M âI",New Year New Lineup GOOGIE TO FUND 500 DACA APPLICATIONS WITH 250 000 m M I,New Year New Lineup GOOGIE TO FUND 500 DACA APPLICATIONS WITH 250000
144,2021-01-14 10:40:01,FOXNEWSW,2,FOXNEWSW_20210114_100000_FOX__Friends_First/start/2400,FEDERAL JUDGE FULLY RESTORES DACA PROGRAM â0%? 6. .    . . m,FEDERAL JUDGE FULLY RESTORES DACA PROGRAM 0 6 m,FEDERAL JUDGE FULLY RESTORES DACA PROGRAM
145,2021-01-14 10:40:13,FOXNEWSW,2,FOXNEWSW_20210114_100000_FOX__Friends_First/start/2400,MIKE HOWELL. FORMER DHS OFFICIAL,MIKE HOWELL FORMER DHS OFFICIAL,MIKE HOWELL FORMER DHS OFFICIAL
152,2021-01-14 16:26:04,MSNBCW,42,MSNBCW_20210114_160000_MSNBC_Live_With_Craig_Melvin/start/1560,COURT DOC: 611 IMMIGRANT CHILDREN SEPARATED. AT BORDER HAVE NOT REUNITED WITH FAMILIES,COURT DOC 611 IMMIGRANT CHILDREN SEPARATED AT BORDER HAVE NOT REUNITED WITH FAMILIES,IMMIGRANT CHILDREN SEPARATED AT BORDER HAVE NOT REUNITED WITH FAMILIES
155,2021-01-14 17:25:44,MSNBCW,9,MSNBCW_20210114_170000_Andrea_Mitchell_Reports/start/1500,DOJ IG OUT WITH REPORT OF MIGRANT CHILDREN SEPARATIONS,DOJ IG OUT WITH REPORT OF MIGRANT CHILDREN SEPARATIONS,DOJ OUT WITH REPORT OF MIGRANT CHILDREN SEPARATIONS
156,2021-01-14 17:28:52,MSNBCW,9,MSNBCW_20210114_170000_Andrea_Mitchell_Reports/start/1680,DOJ PRESSURED DHS INTO SEPARATING FAMILIES,DOJ PRESSURED DHS INTO SEPARATING FAMILIES,DOJ PRESSURED DHS INTO SEPARATING FAMILIES
165,2021-01-14 21:55:25,MSNBCW,4,MSNBCW_20210114_210000_Deadline_White_House/start/3300,"DIRECTOR, CENTER FOR GLOBAL. ANNE RI MOI N l AND IMMIGRANT HEALTH",DIRECTOR CENTER FOR GLOBAL ANNE RI MOI N l AND IMMIGRANT HEALTH,DIRECTOR CENTER FOR GLOBAL IMMIGRANT HEALTH
167,2021-01-15 01:12:23,BBCNEWS,6,BBCNEWS_20210115_010000_BBC_World_News/start/720,Bangladesh refugee camp fire. Thousands of Rahingya left homeless,Bangladesh refugee camp fire Thousands of Rahingya left homeless,Bangladesh refugee camp fire Thousands of Rohingya left homeless
171,2021-01-15 13:29:00,MSNBCW,6,MSNBCW_20210115_110000_Morning_Joe/start/8940,FMR. DEPUTY ATTY GEN. ROSENSTEIN ISSUED A STATEMENT OF REGRET. FOR TRUMP ADMINâS 2018 MIGRANT FAMILY SEPARATION POLICY,FMR DEPUTY ATTY GEN ROSENSTEIN ISSUED A STATEMENT OF REGRET FOR TRUMP ADMINS 2018 MIGRANT FAMILY SEPARATION POLICY,FMR DEPUTY ATTY GEN ROSENSTEIN ISSUED A STATEMENT OF REGRET FOR TRUMP ADMINS 2018 MIGRANT FAMILY SEPARATION POLICY
172,2021-01-15 19:05:23,MSNBCW,4,MSNBCW_20210115_190000_MSNBC_Live_With_Katy_Tur/start/300,ELIZABETH NEUMANN FORMER DHS OFFICIAL,ELIZABETH NEUMANN FORMER DHS OFFICIAL,ELIZABETH NEUMANN FORMER DHS OFFICIAL
190,2021-01-16 17:18:00,FOXNEWSW,2,FOXNEWSW_20210116_170000_Americas_News_Headquarters/start/1080,"| BIDEN IMMIGRATION AGENDA I. . |_ ââ 7 < m NEWSHO1 â W âââI .wTrr.,n 1",BIDEN IMMIGRATION AGENDA I 7 m NEWSHO1 W I wTrrn 1,BIDEN IMMIGRATION AGENDA
198,2021-01-16 19:42:00,FOXNEWSW,2,FOXNEWSW_20210116_190000_Americas_News_Headquarters/start/2520,"THOUSANDS or MIGRANTS DEPART HONDURAS roaus 3,. . JON SCOTT _. ' m. . _~__ WNEWSHO ââââÂ« eAI",THOUSANDS or MIGRANTS DEPART HONDURAS roaus 3 JON SCOTT m WNEWSHO eAI,THOUSANDS OF MIGRANTS DEPART HONDURAS
201,2021-01-16 21:55:00,FOXNEWSW,2,FOXNEWSW_20210116_210000_Americas_News_Headquarters/start/3300,"wwâ. I New Year.. . U. S. -BOUND MIGRANTS DUE TO ARRIVE HERE UNDER BIDEN New L'""Â°""P. . m",ww I New Year U S BOUND MIGRANTS DUE TO ARRIVE HERE UNDER BIDEN New LP m,US BOUND MIGRANTS DUE TO ARRIVE HERE UNDER BIDEN
203,2021-01-16 23:32:09,FOXNEWSW,4,FOXNEWSW_20210116_230000_Fox_Report_with_Jon_Scott/start/1920,U. S. -BOUND MIGRANTS T0 ARRIVE HERE UNDER BIDEN @LM4,U S BOUND MIGRANTS T0 ARRIVE HERE UNDER BIDEN LM4,US BOUND MIGRANTS TO ARRIVE HERE UNDER BIDEN
204,2021-01-16 23:33:00,FOXNEWSW,4,FOXNEWSW_20210116_230000_Fox_Report_with_Jon_Scott/start/1980,BIDEN PLANS REVERSAL 0F TRUMP IMMIGRATION POLICIES PAUL'Sâ? a,BIDEN PLANS REVERSAL 0F TRUMP IMMIGRATION POLICIES PAULS a,BIDEN PLANS REVERSAL OF TRUMP IMMIGRATION POLICIES
208,2021-01-17 00:51:21,MSNBCW,6,MSNBCW_20210117_000000_American_Voices_With_Alicia_Menendez/start/3060,BIDEN TO SIGN IMMIGRATION EXEC ORDER BY FEBI,BIDEN TO SIGN IMMIGRATION EXEC ORDER BY FEBI,BIDEN TO SIGN IMMIGRATION EXECUTIVE ORDER BY FEBRUARY
209,2021-01-17 00:54:53,MSNBCW,9,MSNBCW_20210117_000000_American_Voices_With_Alicia_Menendez/start/3240,MORE THAN 600 MIGRANT CHILDREN STILL SEPARATED FROM THEIR PARENTS,MORE THAN 600 MIGRANT CHILDREN STILL SEPARATED FROM THEIR PARENTS,MORE THAN 600 MIGRANT CHILDREN STILL SEPARATED FROM THEIR PARENTS
212,2021-01-17 02:32:16,FOXNEWSW,3,FOXNEWSW_20210117_020000_Justice_With_Judge_Jeanine/start/1920,THOUSANDS OF HONDURAN MIGRANTS HEAD FOR U. S.. . rm NEWS .HO,THOUSANDS OF HONDURAN MIGRANTS HEAD FOR U S rm NEWS HO,THOUSANDS OF HONDURAN MIGRANTS HEAD FOR U S
214,2021-01-17 04:10:12,BBCNEWS,3,BBCNEWS_20210117_040000_BBC_News/start/600,Migrants 'caravan'. Mexico calls on Honduras to halt ï¬ow of migrants heading to US,Migrants caravan Mexico calls on Honduras to halt ow of migrants heading to US,Migrants caravan Mexico calls on Honduras to halt flow of migrants heading to US
216,2021-01-17 06:27:51,FOXNEWSW,7,FOXNEWSW_20210117_060000_The_Greg_Gutfeld_Show/start/1620,BIDEN TO PRIORITIZE CITIZENSHIP FOR IMMIGRANTS. . rm NEWS H0,BIDEN TO PRIORITIZE CITIZENSHIP FOR IMMIGRANTS rm NEWS H0,BIDEN TO PRIORITIZE CITIZENSHIP FOR IMMIGRANTS
218,2021-01-17 09:20:35,BBCNEWS,4,BBCNEWS_20210117_090000_BBC_News/start/1200,Honduran migrant,Honduran migrant,Honduran migrant
220,2021-01-17 11:09:00,FOXNEWSW,3,FOXNEWSW_20210117_110000_FOX_and_Friends_Sunday/start/540,"MIGRANTCARAVAN sns orr FROM HONDURASTO U.S. F33? a"";",MIGRANTCARAVAN sns orr FROM HONDURASTO US F33 a,MIGRANT CARAVAN FROM HONDURAS TO US
221,2021-01-17 11:09:05,FOXNEWSW,2,FOXNEWSW_20210117_110000_FOX_and_Friends_Sunday/start/540,MIGRANT CARAVAN SETS OFF FROM HONDURAS TO U. S.,MIGRANT CARAVAN SETS OFF FROM HONDURAS TO U S,MIGRANT CARAVAN SETS OFF FROM HONDURAS TO U S
222,2021-01-17 11:10:55,FOXNEWSW,2,FOXNEWSW_20210117_110000_FOX_and_Friends_Sunday/start/600,ANALYZING BIDEN' S BORDER & IMMIGRATION AGENDA,ANALYZING BIDEN S BORDER IMMIGRATION AGENDA,ANALYZING BIDEN'S BORDER IMMIGRATION AGENDA
224,2021-01-17 12:56:37,FOXNEWSW,2,FOXNEWSW_20210117_110000_FOX_and_Friends_Sunday/start/6960,MIGRANT CARAVAN MARCH ES,MIGRANT CARAVAN MARCH ES,MIGRANT CARAVAN MARCHES
230,2021-01-17 13:43:55,FOXNEWSW,6,FOXNEWSW_20210117_110000_FOX_and_Friends_Sunday/start/9780,IMMIGRATION SHOWDOWN,IMMIGRATION SHOWDOWN,IMMIGRATION SHOWDOWN
231,2021-01-17 13:47:36,FOXNEWSW,2,FOXNEWSW_20210117_110000_FOX_and_Friends_Sunday/start/10020,MIGRANT CARAVAN FROM HONDURAS MARCHES TOWARD U. S.,MIGRANT CARAVAN FROM HONDURAS MARCHES TOWARD U S,MIGRANT CARAVAN FROM HONDURAS MARCHES TOWARD U S
233,2021-01-17 13:49:00,FOXNEWSW,4,FOXNEWSW_20210117_110000_FOX_and_Friends_Sunday/start/10140,"DEMS, BIDEN PREP FOR IMMIGRATION OVERHAUL D-;",DEMS BIDEN PREP FOR IMMIGRATION OVERHAUL D,DEMS BIDEN PREP FOR IMMIGRATION OVERHAUL D
237,2021-01-17 18:08:04,FOXNEWSW,2,FOXNEWSW_20210117_180000_Americas_News_Headquarters/start/480,MIGRANT CARAVAN TESTS BIDEN' S IMMIGRATION AGENDA.. . m NEWS .I-IO1. . PAUL-KNER. FFFFF,MIGRANT CARAVAN TESTS BIDEN S IMMIGRATION AGENDA m NEWS IIO1 PAULKNER FFFFF,MIGRANT CARAVAN TESTS BIDEN S IMMIGRATION AGENDA
239,2021-01-17 23:30:16,FOXNEWSW,10,FOXNEWSW_20210117_230000_Fox_Report_with_Jon_Scott/start/1800,GUATEMALAN POLICE FIGHT WITH MIGRANT CARAVAN,GUATEMALAN POLICE FIGHT WITH MIGRANT CARAVAN,GUATEMALAN POLICE FIGHT WITH MIGRANT CARAVAN
240,2021-01-17 23:30:26,FOXNEWSW,34,FOXNEWSW_20210117_230000_Fox_Report_with_Jon_Scott/start/1800,BIDEN TO PUSH FOR IMMIGRATION REFORM,BIDEN TO PUSH FOR IMMIGRATION REFORM,BIDEN TO PUSH FOR IMMIGRATION REFORM
241,2021-01-17 23:32:51,FOXNEWSW,3,FOXNEWSW_20210117_230000_Fox_Report_with_Jon_Scott/start/1920,MIGRANT CARAVAN COULD POSE CHALLENGE FOR BIDEN,MIGRANT CARAVAN COULD POSE CHALLENGE FOR BIDEN,MIGRANT CARAVAN COULD POSE CHALLENGE FOR BIDEN
244,2021-01-18 02:21:36,BBCNEWS,4,BBCNEWS_20210118_020000_BBC_News/start/1260,Guatemalan Migration Institute Director,Guatemalan Migration Institute Director,Guatemalan Migration Institute Director
245,2021-01-18 02:30:37,BBCNEWS,2,BBCNEWS_20210118_020000_BBC_News/start/1800,I Central American migrants,I Central American migrants,Central American migrants
247,2021-01-18 03:28:56,FOXNEWSW,2,FOXNEWSW_20210118_030000_The_China_Showdown/start/1680,I THOUSANDS OF HONDURAN MIGRANTS WALKING TO U. 5.. . 7m NEWS Htsl,I THOUSANDS OF HONDURAN MIGRANTS WALKING TO U 5 7m NEWS Htsl,THOUSANDS OF HONDURAN MIGRANTS WALKING TO U.S.
248,2021-01-18 07:05:22,FOXNEWSW,3,FOXNEWSW_20210118_070000_FOX_News_Sunday_With_Chris_Wallace/start/300,ï¬ ASA HUTCHINSON LR;. JDAY NATIONAL GOVERNORS ASSOCIATIO ICE CHAIR. . EXCI .I TSIVE,ASA HUTCHINSON LR JDAY NATIONAL GOVERNORS ASSOCIATIO ICE CHAIR EXCI I TSIVE,ASA HUTCHINSON NATIONAL GOVERNORS ASSOCIATION ICE CHAIR
249,2021-01-18 07:53:38,CNNW,24,CNNW_20210118_070000_CNN_Newsroom_Live/start/3180,GUATAMALA POLICE CLASH WITH U.S.-BOUND MIGRANT CARAVAN,GUATAMALA POLICE CLASH WITH USBOUND MIGRANT CARAVAN,GUATEMALA POLICE CLASH WITH US-BOUND MIGRANT CARAVAN
