,date,network,duration(s),tag,original_chyron,text_cleaned,llm_text
3609,2022-03-15 04:04:50,FOXNEWSW,2,FOXNEWSW_20220315_040000_Fox_News_at_Night_With_Shannon_Bream/start/240,REFUGEE SITUATION. U.N. SAYS OVER 1.7 MILLION HAVE FLED TO POLAND,REFUGEE SITUATION UN SAYS OVER 17 MILLION HAVE FLED TO POLAND,OVER 17 MILLION HAVE FLED TO POLAND
3610,2022-03-15 04:06:48,FOXNEWSW,2,FOXNEWSW_20220315_040000_Fox_News_at_Night_With_Shannon_Bream/start/360,/. NN. UKRAINE REFUGEE CRISIS. MASS EXODUS OPENS DOOR TO HUMAN TRAFFICKING AND ABUSE,NN UKRAINE REFUGEE CRISIS MASS EXODUS OPENS DOOR TO HUMAN TRAFFICKING AND ABUSE,UKRAINE REFUGEE CRISIS MASS EXODUS OPENS DOOR TO HUMAN TRAFFICKING AND ABUSE
3612,2022-03-15 04:20:56,CNNW,6,CNNW_20220315_040000_CNN_Newsroom_Live/start/1200,|OM: MORE THAN 2.8 MILLION REFUGEES FLEEING UKRAINE,OM MORE THAN 28 MILLION REFUGEES FLEEING UKRAINE,MORE THAN 28 MILLION REFUGEES FLEEING UKRAINE
3613,2022-03-15 04:21:40,CNNW,22,CNNW_20220315_040000_CNN_Newsroom_Live/start/1260,"400,000+ UKRAINIAN REFUGEES IN ROMANIA SINCE START OF WAR",400000 UKRAINIAN REFUGEES IN ROMANIA SINCE START OF WAR,"400,000 UKRAINIAN REFUGEES IN ROMANIA SINCE START OF WAR"
3614,2022-03-15 04:23:00,CNNW,6,CNNW_20220315_040000_CNN_Newsroom_Live/start/1380,ROMANIANS ARE MOBILIZING TO HELP UKRAINIAN REFUGEES,ROMANIANS ARE MOBILIZING TO HELP UKRAINIAN REFUGEES,ROMANIANS ARE MOBILIZING TO HELP UKRAINIAN REFUGEES
3618,2022-03-15 05:11:55,BBCNEWS,2,BBCNEWS_20220315_050000_BBC_World_News/start/660,Kussian invasion or UKraine. Poland s struggling to cope with the influx of refugees,Kussian invasion or UKraine Poland s struggling to cope with the influx of refugees,Russian invasion of Ukraine Poland is struggling to cope with the influx of refugees
3619,2022-03-15 05:13:22,BBCNEWS,3,BBCNEWS_20220315_050000_BBC_World_News/start/780,Russian invasion o1 UKraine. Second wave of refugees expected if fighting moves west,Russian invasion o1 UKraine Second wave of refugees expected if fighting moves west,Russian invasion of Ukraine Second wave of refugees expected if fighting moves west
3620,2022-03-15 05:13:25,BBCNEWS,6,BBCNEWS_20220315_050000_BBC_World_News/start/780,Kussian invasion or UKraine. Charities & NGO helping refugees at the Polish border,Kussian invasion or UKraine Charities NGO helping refugees at the Polish border,Russian invasion of Ukraine Charities NGO helping refugees at the Polish border
3621,2022-03-15 05:25:31,CNNW,13,CNNW_20220315_050000_CNN_Newsroom_Live/start/1500,GROWING UKRAINIAN REFUGEE CRISIS,GROWING UKRAINIAN REFUGEE CRISIS,GROWING UKRAINIAN REFUGEE CRISIS
3623,2022-03-15 05:47:25,BBCNEWS,2,BBCNEWS_20220315_053000_World_Business_Report/start/1020,UK Dranas to hire UKraine refugees. M&S and Asos among firms trying to hire Ukraine refugees,UK Dranas to hire UKraine refugees MS and Asos among firms trying to hire Ukraine refugees,UK firms to hire Ukrainian refugees MS and Asos among firms trying to hire Ukraine refugees
3624,2022-03-15 05:48:12,BBCNEWS,3,BBCNEWS_20220315_053000_World_Business_Report/start/1080,UK Dranas to hire UKraine refugees. Many UK businesses have been facing labour shortages,UK Dranas to hire UKraine refugees Many UK businesses have been facing labour shortages,UK firms to hire Ukrainian refugees Many UK businesses have been facing labor shortages
3625,2022-03-15 05:48:24,BBCNEWS,2,BBCNEWS_20220315_053000_World_Business_Report/start/1080,UK Dranas to hire UKraine refugees. Asos expects the number of positions to be in double digits,UK Dranas to hire UKraine refugees Asos expects the number of positions to be in double digits,UK firms to hire Ukrainian refugees Asos expects the number of positions to be in double digits
3626,2022-03-15 05:48:32,CNNW,8,CNNW_20220315_050000_CNN_Newsroom_Live/start/2880,EUROPEANS OPEN UP HOMES TO UKRAINIAN REFUGEES,EUROPEANS OPEN UP HOMES TO UKRAINIAN REFUGEES,EUROPEANS OPEN UP HOMES TO UKRAINIAN REFUGEES
3627,2022-03-15 05:50:32,BBCNEWS,4,BBCNEWS_20220315_053000_World_Business_Report/start/1200,UK Dranas to hire UKraine refugees. Aqgroup of more than 45 large businesses plans hiring spree,UK Dranas to hire UKraine refugees Aqgroup of more than 45 large businesses plans hiring spree,UK firms to hire Ukrainian refugees A group of more than 45 large businesses plans hiring spree
3628,2022-03-15 05:52:47,CNNW,12,CNNW_20220315_050000_CNN_Newsroom_Live/start/3120,THOUSANDS IN UK SIGN UP TO HOST UKRAINIAN REFUGEES,THOUSANDS IN UK SIGN UP TO HOST UKRAINIAN REFUGEES,THOUSANDS IN UK SIGN UP TO HOST UKRAINIAN REFUGEES
3629,2022-03-15 05:53:12,CNNW,34,CNNW_20220315_050000_CNN_Newsroom_Live/start/3180,PEOPLE ACROSS EUROPE OPEN HOMES TO UKRAINIAN REFUGEES,PEOPLE ACROSS EUROPE OPEN HOMES TO UKRAINIAN REFUGEES,PEOPLE ACROSS EUROPE OPEN HOMES TO UKRAINIAN REFUGEES
3630,2022-03-15 06:11:00,MSNBCW,3,MSNBCW_20220315_060000_Sky_News_on_MSNBC/start/660,m ponsor a refugee The Government's Homes for Ukraine,m ponsor a refugee The Governments Homes for Ukraine,Sponsor a refugee The Governments Homes for Ukraine
3632,2022-03-15 06:39:48,CNNW,9,CNNW_20220315_060000_CNN_Newsroom_Live/start/2340,PAIRING REFUGEES WITH HOMES,PAIRING REFUGEES WITH HOMES,PAIRING REFUGEES WITH HOMES
3633,2022-03-15 06:44:42,CNNW,20,CNNW_20220315_060000_CNN_Newsroom_Live/start/2640,HARVARD STUDENTS CREATE WEBSITE TO PAIR HOSTS & REFUGEES,HARVARD STUDENTS CREATE WEBSITE TO PAIR HOSTS REFUGEES,HARVARD STUDENTS CREATE WEBSITE TO PAIR HOSTS REFUGEES
3634,2022-03-15 06:46:15,CNNW,2,CNNW_20220315_060000_CNN_Newsroom_Live/start/2760,UKRAINE TAKE SHELTER WEBSITE LOOKS TO FIND HOUSING FOR REFUGEES,UKRAINE TAKE SHELTER WEBSITE LOOKS TO FIND HOUSING FOR REFUGEES,UKRAINE TAKE SHELTER WEBSITE LOOKS TO FIND HOUSING FOR REFUGEES
3636,2022-03-15 07:45:32,CNNW,7,CNNW_20220315_070000_CNN_Newsroom_Live/start/2700,"UKRAINE TAKE SHELTER WEBSITE LOOKS TO FIND HOUSING FOR REFUGEES. . Site looking for spare rooms, condos, apartments and dorms",UKRAINE TAKE SHELTER WEBSITE LOOKS TO FIND HOUSING FOR REFUGEES Site looking for spare rooms condos apartments and dorms,UKRAINE TAKE SHELTER WEBSITE LOOKS TO FIND HOUSING FOR REFUGEES Site looking for spare rooms condos apartments and dorms
3638,2022-03-15 08:27:15,FOXNEWSW,2,FOXNEWSW_20220315_080000_FOX__Friends_First/start/1620,70K MIGRANTS EXPECTED TO TRAVEL TO BORDER,70K MIGRANTS EXPECTED TO TRAVEL TO BORDER,70K MIGRANTS EXPECTED TO TRAVEL TO BORDER
3640,2022-03-15 08:30:04,FOXNEWSW,2,FOXNEWSW_20220315_080000_FOX__Friends_First/start/1800,BORDER CRISIS ROCKS AMERICA AS WH FOCUSES ON WAR,BORDER CRISIS ROCKS AMERICA AS WH FOCUSES ON WAR,BORDER CRISIS ROCKS AMERICA AS WH FOCUSES ON WAR
3643,2022-03-15 09:25:00,FOXNEWSW,3,FOXNEWSW_20220315_090000_FOX__Friends_First/start/1500,L/ N. MEXICAN PRISON CITY COULD BE RELEASING 70K. MIGRANTS HEADED FOR U.S. BORDER,L N MEXICAN PRISON CITY COULD BE RELEASING 70K MIGRANTS HEADED FOR US BORDER,L N MEXICAN PRISON CITY COULD BE RELEASING 70K MIGRANTS HEADED FOR US BORDER
3644,2022-03-15 09:33:15,CNNW,6,CNNW_20220315_090000_Early_Start_With_Christine_Romans_and_Laura_Jarrett/start/1980,"UNHCR: MORE THAN 1.7 MILLION UKRAINIAN REFUGEES IN POLAND. . Adam Keehn | Director of Complex Emergencies, Americares",UNHCR MORE THAN 17 MILLION UKRAINIAN REFUGEES IN POLAND Adam Keehn Director of Complex Emergencies Americares,UNHCR MORE THAN 17 MILLION UKRAINIAN REFUGEES IN POLAND Adam Keehn Director of Complex Emergencies Americares
3645,2022-03-15 09:45:41,MSNBCW,4,MSNBCW_20220315_090000_Way_Too_Early_With_Jonathan_Lemire/start/2700,' '| 3 MILLION REFUGEES FLEE UKRAINE,3 MILLION REFUGEES FLEE UKRAINE,3 MILLION REFUGEES FLEE UKRAINE
3647,2022-03-15 09:48:57,FOXNEWSW,5,FOXNEWSW_20220315_090000_FOX__Friends_First/start/2880,DR. NESHEIWAT ARRIVES IN UKRAINE TO AID REFUGEES,DR NESHEIWAT ARRIVES IN UKRAINE TO AID REFUGEES,DR NESHEIWAT ARRIVES IN UKRAINE TO AID REFUGEES
3653,2022-03-15 11:05:26,MSNBCW,8,MSNBCW_20220315_100000_Morning_Joe/start/3900,"WI NUMBER OF REFUGEES OVERWHELMS WARSAW, POLAND",WI NUMBER OF REFUGEES OVERWHELMS WARSAW POLAND,NUMBER OF REFUGEES OVERWHELMS WARSAW POLAND
3655,2022-03-15 11:08:08,MSNBCW,54,MSNBCW_20220315_100000_Morning_Joe/start/4080,| WARSAW MAYOR ASKS FOR ASSISTANCE WITH REFUGEES,WARSAW MAYOR ASKS FOR ASSISTANCE WITH REFUGEES,WARSAW MAYOR ASKS FOR ASSISTANCE WITH REFUGEES
3656,2022-03-15 11:33:20,BBCNEWS,2,BBCNEWS_20220315_100000_BBC_News/start/5580,'War In UKkraine: Rerugee Crisis. UNHCR: 2.95m Ukrainian refugees have fled their homeland,War In UKkraine Rerugee Crisis UNHCR 295m Ukrainian refugees have fled their homeland,RERUGEE CRISIS UNHCR 295m Ukrainian refugees have fled their homeland
3657,2022-03-15 11:53:00,CNNW,24,CNNW_20220315_110000_New_Day_With_John_Berman_and_Brianna_Keilar/start/3180,WARSAW PLEADS FOR HELP AS CITY IS OVERWHELMED BY REFUGEES,WARSAW PLEADS FOR HELP AS CITY IS OVERWHELMED BY REFUGEES,WARSAW PLEADS FOR HELP AS CITY IS OVERWHELMED BY REFUGEES
3658,2022-03-15 11:55:26,CNNW,2,CNNW_20220315_110000_New_Day_With_John_Berman_and_Brianna_Keilar/start/3300,"WARSAW MAYOR ON REFUGEE CRISIS: ""THE WEST HAS TO WAKE UP""",WARSAW MAYOR ON REFUGEE CRISIS THE WEST HAS TO WAKE UP,WARSAW MAYOR ON REFUGEE CRISIS THE WEST HAS TO WAKE UP
3659,2022-03-15 13:44:45,CNNW,8,CNNW_20220315_130000_CNN_Newsroom_With_Poppy_Harlow_and_Jim_Sciutto/start/2640,"OVER 3 MILLION PEOPLE HAVE FLED UKRAINE INTO NEIGHBORING COUNTRIES. . Krish O'Mara Vignarajah | President & CEO, Lutheran Immigration and Refugee Service",OVER 3 MILLION PEOPLE HAVE FLED UKRAINE INTO NEIGHBORING COUNTRIES Krish OMara Vignarajah President CEO Lutheran Immigration and Refugee Service,OVER 3 MILLION PEOPLE HAVE FLED UKRAINE INTO NEIGHBORING COUNTRIES
3663,2022-03-15 15:03:00,MSNBCW,2,MSNBCW_20220315_150000_Craig_Melvin_Reports/start/180,'l BRITISH TRAIN DRIVER SPENDS VACATION HELPING REFUGEES,l BRITISH TRAIN DRIVER SPENDS VACATION HELPING REFUGEES,BRITISH TRAIN DRIVER SPENDS VACATION HELPING REFUGEES
3665,2022-03-15 15:52:00,FOXNEWSW,2,FOXNEWSW_20220315_150000_The_Faulkner_Focus/start/3120,UKRAINIAN REFUGEES POURING OVER SLOVAKIA BORDER,UKRAINIAN REFUGEES POURING OVER SLOVAKIA BORDER,UKRAINIAN REFUGEES POURING OVER SLOVAKIA BORDER
3666,2022-03-15 16:39:21,MSNBCW,2,MSNBCW_20220315_160000_Andrea_Mitchell_Reports/start/2340,~=â_  REFUGEECRISIS,REFUGEECRISIS,REFUGEECRISIS
3667,2022-03-15 16:46:10,MSNBCW,10,MSNBCW_20220315_160000_Andrea_Mitchell_Reports/start/2760,| UKRAINIAN REFUGEES FLEE TO POLAND,UKRAINIAN REFUGEES FLEE TO POLAND,UKRAINIAN REFUGEES FLEE TO POLAND
3669,2022-03-15 17:38:39,MSNBCW,2,MSNBCW_20220315_170000_MTP_Daily/start/2280,= U.N.: NUMBER OF UKRAINIAN REFUGEES PASSES 3 MILLION,UN NUMBER OF UKRAINIAN REFUGEES PASSES 3 MILLION,UN NUMBER OF UKRAINIAN REFUGEES PASSES 3 MILLION
3670,2022-03-15 17:40:27,MSNBCW,2,MSNBCW_20220315_170000_MTP_Daily/start/2400,| LUTHERAN IMMIGRATION ANDREFUGEE SERVICE. KRISH OMARA VIGNARAJAH [EsvifEirivantipapitors,LUTHERAN IMMIGRATION ANDREFUGEE SERVICE KRISH OMARA VIGNARAJAH EsvifEirivantipapitors,LUTHERAN IMMIGRATION AND REFUGEE SERVICE KRISH OMARA VIGNARAJAH
3672,2022-03-15 18:18:01,FOXNEWSW,2,FOXNEWSW_20220315_170000_America_Reports_With_John_Roberts__Sandra_Smith/start/4680,Â» YULIIA LITKEVYCH | REFUGEE FROM KHARKIV (T4 g. s. . SPEECH TO. CONGRESS,YULIIA LITKEVYCH REFUGEE FROM KHARKIV T4 g s SPEECH TO CONGRESS,b 3 MILLION UKRAINIAN REFUGEES ESCAPE TO EASTERN EUROPE
3673,2022-03-15 18:24:45,CNNW,3,CNNW_20220315_180000_CNN_Newsroom_With_Alisyn_Camerota_and_Victor_Blackwell/start/1440,UN: MORE THAN THREE MILLION REFUGEES HAVE FLED UKRAINE. . Wendy Sherman | Deputy Secretary of State,UN MORE THAN THREE MILLION REFUGEES HAVE FLED UKRAINE Wendy Sherman Deputy Secretary of State,UN MORE THAN THREE MILLION REFUGEES HAVE FLED UKRAINE
3675,2022-03-15 18:46:00,FOXNEWSW,2,FOXNEWSW_20220315_170000_America_Reports_With_John_Roberts__Sandra_Smith/start/6360,SLOVAKIA DECLARES STATE OF EMERGENCY OVER REFUGEES 3,SLOVAKIA DECLARES STATE OF EMERGENCY OVER REFUGEES 3,SLOVAKIA DECLARES STATE OF EMERGENCY OVER REFUGEES
3677,2022-03-15 20:29:00,CNNW,4,CNNW_20220315_200000_The_Lead_With_Jake_Tapper/start/1740,ARMY OF VOLUNTEERS DEPLOY TO HELP REFUGEES ESCAPING UKRAINE,ARMY OF VOLUNTEERS DEPLOY TO HELP REFUGEES ESCAPING UKRAINE,ARMY OF VOLUNTEERS DEPLOY TO HELP REFUGEES ESCAPING UKRAINE
3678,2022-03-15 20:46:00,FOXNEWSW,2,FOXNEWSW_20220315_200000_Your_World_With_Neil_Cavuto/start/2760,DR NESHEIWAT ON ASSISTING REFUGEES IN UKRAINE,DR NESHEIWAT ON ASSISTING REFUGEES IN UKRAINE,DR NESHEIWAT ON ASSISTING REFUGEES IN UKRAINE
3679,2022-03-15 20:46:30,BBCNEWS,2,BBCNEWS_20220315_190000_Outside_Source/start/6360,Ukraine refugees,Ukraine refugees,Ukraine refugees
3681,2022-03-16 01:01:49,MSNBCW,3,MSNBCW_20220316_010000_The_Rachel_Maddow_Show/start/60,. U.N.: MORE THAN 260K REFUGEES HAVE ARRIVED IN HUNGARY,UN MORE THAN 260K REFUGEES HAVE ARRIVED IN HUNGARY,MORE THAN 260K REFUGEES HAVE ARRIVED IN HUNGARY
3683,2022-03-16 01:37:43,MSNBCW,10,MSNBCW_20220316_010000_The_Rachel_Maddow_Show/start/2220,| BIPARTISAN GROUP OF U.S. SENATORS MET. - WITH REFUGEES DURING TRIP TO POLAND,BIPARTISAN GROUP OF US SENATORS MET WITH REFUGEES DURING TRIP TO POLAND,BIPARTISAN GROUP OF US SENATORS MET WITH REFUGEES DURING TRIP TO POLAND
3684,2022-03-16 01:38:08,MSNBCW,3,MSNBCW_20220316_010000_The_Rachel_Maddow_Show/start/2280,"SEN. KLOBUCHAR: REFUGEES ARE FLEEING TO. | TO POLAND ""WITH THEIR LIVES ON THEIR BACKS""",SEN KLOBUCHAR REFUGEES ARE FLEEING TO TO POLAND WITH THEIR LIVES ON THEIR BACKS,REFUGEES ARE FLEEING TO POLAND WITH THEIR LIVES ON THEIR BACKS
3685,2022-03-16 01:38:18,MSNBCW,2,MSNBCW_20220316_010000_The_Rachel_Maddow_Show/start/2280,"> | SEN. KLOBUCHAR ON CODEL: REFUGEES ""JUST KEEP COMING'",SEN KLOBUCHAR ON CODEL REFUGEES JUST KEEP COMING,REFUGEES JUST KEEP COMING
3686,2022-03-16 01:47:43,MSNBCW,2,MSNBCW_20220316_010000_The_Rachel_Maddow_Show/start/2820,H REFUGEES ARRIVE IN HUNGARY AFTER FLEEING UKRAINE,H REFUGEES ARRIVE IN HUNGARY AFTER FLEEING UKRAINE,REFUGEES ARRIVE IN HUNGARY AFTER FLEEING UKRAINE
3687,2022-03-16 01:47:52,MSNBCW,2,MSNBCW_20220316_010000_The_Rachel_Maddow_Show/start/2820,' | HUNGARIANS INVITE UKRAINIAN REFUGEES INTO THEIR HOMES,HUNGARIANS INVITE UKRAINIAN REFUGEES INTO THEIR HOMES,HUNGARIANS INVITE UKRAINIAN REFUGEES INTO THEIR HOMES
3689,2022-03-16 01:49:45,MSNBCW,17,MSNBCW_20220316_010000_The_Rachel_Maddow_Show/start/2940,| HUNGARIANS OFFER SHELTER & SUPPLIES TO UKRAINIAN REFUGEES,HUNGARIANS OFFER SHELTER SUPPLIES TO UKRAINIAN REFUGEES,HUNGARIANS OFFER SHELTER AND SUPPLIES TO UKRAINIAN REFUGEES
3690,2022-03-16 03:05:27,MSNBCW,5,MSNBCW_20220316_030000_The_11th_Hour_With_Stephanie_Ruhle/start/300,d UKRAINIAN RED CROSS ASSISTS REFUGEES IN LVIV,d UKRAINIAN RED CROSS ASSISTS REFUGEES IN LVIV,UKRAINIAN RED CROSS ASSISTS REFUGEES IN LVIV
3691,2022-03-16 03:49:35,MSNBCW,2,MSNBCW_20220316_030000_The_11th_Hour_With_Stephanie_Ruhle/start/2940,'I UN: ONE CHILD PER SECOND BECOMES A REFUGEE IN UKRAINE,I UN ONE CHILD PER SECOND BECOMES A REFUGEE IN UKRAINE,ONE CHILD PER SECOND BECOMES A REFUGEE IN UKRAINE
3692,2022-03-16 04:29:22,FOXNEWSW,33,FOXNEWSW_20220316_040000_Fox_News_at_Night_With_Shannon_Bream/start/1740,CARING FOR UKRAINE'S CHILDREN. YOUTH COMPRISE HALF OF REFUGEES & ASYLUM SEEKERS,CARING FOR UKRAINES CHILDREN YOUTH COMPRISE HALF OF REFUGEES ASYLUM SEEKERS,"CARING FOR UKRAINE'S CHILDREN, YOUTH COMPRISE HALF OF REFUGEES AND ASYLUM SEEKERS"
3693,2022-03-16 04:35:00,CNNW,18,CNNW_20220316_040000_CNN_Newsroom_Live/start/2100,LVIV HOSTING REFUGEES FLEEING RUSSIAN INVASION,LVIV HOSTING REFUGEES FLEEING RUSSIAN INVASION,LVIV HOSTING REFUGEES FLEEING RUSSIAN INVASION
3695,2022-03-16 04:50:05,MSNBCW,6,MSNBCW_20220316_040000_The_Rachel_Maddow_Show/start/3000,| HUNGARIAN CITIZENS HOST REFUGEES IN THEIR HOMES,HUNGARIAN CITIZENS HOST REFUGEES IN THEIR HOMES,HUNGARIAN CITIZENS HOST REFUGEES IN THEIR HOMES
3700,2022-03-16 06:17:39,CNNW,9,CNNW_20220316_060000_CNN_Newsroom_Live/start/1020,NEW MILESTONE IN UKRAINE REFUGEE CRISIS,NEW MILESTONE IN UKRAINE REFUGEE CRISIS,NEW MILESTONE IN UKRAINE REFUGEE CRISIS
3701,2022-03-16 08:10:48,FOXNEWSW,2,FOXNEWSW_20220316_080000_FOX__Friends_First/start/600,AZ NURSES AIDING REFUGEES IN UKRAINE & POLAND,AZ NURSES AIDING REFUGEES IN UKRAINE POLAND,AZ NURSES AIDING REFUGEES IN UKRAINE POLAND
3703,2022-03-16 09:37:54,CNNW,8,CNNW_20220316_090000_Early_Start_With_Christine_Romans_and_Laura_Jarrett/start/2220,UNICEF: ONE CHILD REFUGEE CREATED EVERY SECOND,UNICEF ONE CHILD REFUGEE CREATED EVERY SECOND,UNICEF ONE CHILD REFUGEE CREATED EVERY SECOND
3705,2022-03-16 10:31:00,BBCNEWS,3,BBCNEWS_20220316_100000_BBC_News/start/1860,"(el T. Prihodko: '400,000 refugees have arrived in the past week'",el T Prihodko 400000 refugees have arrived in the past week,400000 refugees have arrived in the past week
3706,2022-03-16 10:40:56,CNNW,6,CNNW_20220316_095900_New_Day_With_John_Berman_and_Brianna_Keilar/start/2460,WOMAN HELPS REFUGEE FAMILY WHO SAVED HERS DURING HOLOCAUST,WOMAN HELPS REFUGEE FAMILY WHO SAVED HERS DURING HOLOCAUST,WOMAN HELPS REFUGEE FAMILY WHO SAVED HERS DURING HOLOCAUST
3708,2022-03-16 10:48:25,FOXNEWSW,3,FOXNEWSW_20220316_100000_FOX_and_Friends/start/2880,FEB BORDER ENCOUNTERS SPIKE 63% FROM LAST YEAR G,FEB BORDER ENCOUNTERS SPIKE 63 FROM LAST YEAR G,FEB BORDER ENCOUNTERS SPIKE 63 FROM LAST YEAR
3709,2022-03-16 11:20:32,BBCNEWS,2,BBCNEWS_20220316_100000_BBC_News/start/4800,"LLE gt e eih ]. 20,000 Ukrainian refugees have applied to come to UK",LLE gt e eih 20000 Ukrainian refugees have applied to come to UK,20000 Ukrainian refugees have applied to come to UK
3710,2022-03-16 11:20:46,BBCNEWS,2,BBCNEWS_20220316_100000_BBC_News/start/4800,"LLE gt e eih ]. UK has granted 5,500 visas to Ukrainian refugees so far",LLE gt e eih UK has granted 5500 visas to Ukrainian refugees so far,UK has granted 5500 visas to Ukrainian refugees so far
3711,2022-03-16 11:47:00,MSNBCW,57,MSNBCW_20220316_100000_Morning_Joe/start/6420,| ESTIMATED 2M UKRAINIAN REFUGEES IN POLAND,ESTIMATED 2M UKRAINIAN REFUGEES IN POLAND,ESTIMATED 2M UKRAINIAN REFUGEES IN POLAND
3712,2022-03-16 11:55:18,CNNW,2,CNNW_20220316_110000_New_Day_With_John_Berman_and_Brianna_Keilar/start/3300,UN: ONE CHILD BECOMING REFUGEE EVERY SECOND IN UKRAINE. . Dr. Ulana Suprun ' Ukraine's Former Acting Minister of Health,UN ONE CHILD BECOMING REFUGEE EVERY SECOND IN UKRAINE Dr Ulana Suprun Ukraines Former Acting Minister of Health,ONE CHILD BECOMING REFUGEE EVERY SECOND IN UKRAINE
3713,2022-03-16 12:24:26,MSNBCW,12,MSNBCW_20220316_100000_Morning_Joe/start/8640,5 | RED CROSS RESPONDS TO REFUGEE CRISIS,5 RED CROSS RESPONDS TO REFUGEE CRISIS,RED CROSS RESPONDS TO REFUGEE CRISIS
3714,2022-03-16 12:35:40,CNNW,12,CNNW_20220316_120000_New_Day_With_John_Berman_and_Brianna_Keilar/start/2100,CNN AT REFUGEE CENTER AS UKRAINIANS ESCAPE RUSSIA'S WAR,CNN AT REFUGEE CENTER AS UKRAINIANS ESCAPE RUSSIAS WAR,AT REFUGEE CENTER AS UKRAINIANS ESCAPE RUSSIA'S WAR
3716,2022-03-16 15:23:13,MSNBCW,4,MSNBCW_20220316_150000_Craig_Melvin_Reports/start/1380,| POLAND HAS WELCOMED OVER 1.8 MILLION REFUGEES,POLAND HAS WELCOMED OVER 18 MILLION REFUGEES,POLAND HAS WELCOMED OVER 18 MILLION REFUGEES
3718,2022-03-16 15:36:00,FOXNEWSW,2,FOXNEWSW_20220316_150000_The_Faulkner_Focus/start/2160,| BREAKING NEWS. . A N|4YY Bl LUVCTNT. MORE THAN HALF OF UKRAINE REFUGEES ARE CHILDREN |-ip#&=5,BREAKING NEWS A N4YY Bl LUVCTNT MORE THAN HALF OF UKRAINE REFUGEES ARE CHILDREN ip5,MORE THAN HALF OF UKRAINE REFUGEES ARE CHILDREN
3719,2022-03-16 15:37:00,FOXNEWSW,2,FOXNEWSW_20220316_150000_The_Faulkner_Focus/start/2220,| SPEAK ON UKRAINI. .  . . LN (AR e. . POLAND TAKING IN NEARLY 2 MILLON REFUGEES %,SPEAK ON UKRAINI LN AR e POLAND TAKING IN NEARLY 2 MILLON REFUGEES,POLAND TAKING IN NEARLY 2 MILLION REFUGEES
3720,2022-03-16 16:22:41,FOXNEWSW,2,FOXNEWSW_20220316_160000_Outnumbered/start/1320,RUSSIA BOMBARDS REFUGEE HAVEN OF ZAPORIZHZHIA,RUSSIA BOMBARDS REFUGEE HAVEN OF ZAPORIZHZHIA,RUSSIA BOMBARDS REFUGEE HAVEN OF ZAPORIZHZHIA
3721,2022-03-16 17:43:01,FOXNEWSW,2,FOXNEWSW_20220316_170000_America_Reports_With_John_Roberts__Sandra_Smith/start/2580,"NEARLY 195K REFUGEES HAVE ESCAPED THROUGH SLOVAKIA "".",NEARLY 195K REFUGEES HAVE ESCAPED THROUGH SLOVAKIA,NEARLY 195K REFUGEES HAVE ESCAPED THROUGH SLOVAKIA
3724,2022-03-16 18:40:04,MSNBCW,2,MSNBCW_20220316_180000_Katy_Tur_Reports/start/2400,i UNICEF: UKRAINIAN CHILD BECOMES REFUGEE EVERY SECOND,i UNICEF UKRAINIAN CHILD BECOMES REFUGEE EVERY SECOND,UKRAINIAN CHILD BECOMES REFUGEE EVERY SECOND
3725,2022-03-16 18:53:00,FOXNEWSW,2,FOXNEWSW_20220316_170000_America_Reports_With_John_Roberts__Sandra_Smith/start/6780,UBREAKING NEWS B =. UN: POLAND ALONE WELCOMING NEARLY 2 MIL REFUGEES,UBREAKING NEWS B UN POLAND ALONE WELCOMING NEARLY 2 MIL REFUGEES,BREAKING NEWS: POLAND ALONE WELCOMING NEARLY 2 MILLION REFUGEES
3726,2022-03-16 19:29:00,CNNW,13,CNNW_20220316_190000_CNN_Newsroom_With_Alisyn_Camerota_and_Victor_Blackwell/start/1740,U.S. WEIGHS EXPEDITING SOME UKRAINIAN REFUGEE CASES,US WEIGHS EXPEDITING SOME UKRAINIAN REFUGEE CASES,US WEIGHS EXPEDITING SOME UKRAINIAN REFUGEE CASES
3727,2022-03-16 19:29:16,CNNW,2,CNNW_20220316_190000_CNN_Newsroom_With_Alisyn_Camerota_and_Victor_Blackwell/start/1740,U.S. WEIGHS EXPEDITING SOME UKRAINIAN REFUGEE CASES. . Rep. Victoria Spartz | (R) First Ukrainian-born Member of Congress,US WEIGHS EXPEDITING SOME UKRAINIAN REFUGEE CASES Rep Victoria Spartz R First Ukrainianborn Member of Congress,"US WEIGHS EXPEDITING SOME UKRAINIAN REFUGEE CASES Rep. Victoria Spartz, R. First Ukrainian-born Member of Congress"
3730,2022-03-16 21:00:08,CNNW,9,CNNW_20220316_200000_The_Lead_With_Jake_Tapper/start/3600,IRAN RELEASES 2 DETAINEES AFTER UK SETTLES DECADES-OLD DEBT,IRAN RELEASES 2 DETAINEES AFTER UK SETTLES DECADESOLD DEBT,UN MORE THAN THREE MILLION REFUGEES HAVE ESCAPED UKRAINE
3732,2022-03-16 21:29:00,MSNBCW,2,MSNBCW_20220316_200000_Deadline_White_House/start/5340,"P""f : REP. GREGORY MEEKS E(JLIIAUR{VS",Pf REP GREGORY MEEKS EJLIIAURVS,UN MORE THAN THREE MILLION REFUGEES HAVE ESCAPED UKRAINE Svetlana Karpova From Odesa
