,date,network,duration(s),tag,original_chyron,text_cleaned,llm_text
1489,2026-01-14 04:04:54,FOXNEWSW,4,FOXNEWSW_20260114_040000_Fox_News_at_Night/start/240,TRUMP TOUTS RESULTS OF MINNESOTA I.C.E. OPERATIONS,TRUMP TOUTS RESULTS OF MINNESOTA ICE OPERATIONS,TRUMP TOUTS RESULTS OF MINNESOTA ICE OPERATIONS
1490,2026-01-14 04:08:56,CNNW,6,CNNW_20260114_040000_Laura_Coates_Live/start/480,"DOJ: ""NO BASIS"" FOR CRIMINAL CIVIL RIGHTS PROBE INTO ICE AGENT. . Kristen Clarke | Former Assistant U.S. Attorney, Civil Rights Division",DOJ NO BASIS FOR CRIMINAL CIVIL RIGHTS PROBE INTO ICE AGENT Kristen Clarke Former Assistant US Attorney Civil Rights Division,DOJ NO BASIS FOR CRIMINAL CIVIL RIGHTS PROBE INTO ICE AGENT
1491,2026-01-14 04:19:52,CNNW,4,CNNW_20260114_040000_Laura_Coates_Live/start/1140,"PROTESTS INTENSIFY OVER CONTROVERSIAL ICE RAIDS, TACTICS",PROTESTS INTENSIFY OVER CONTROVERSIAL ICE RAIDS TACTICS,PROTESTS INTENSIFY OVER CONTROVERSIAL ICE RAIDS TACTICS
1492,2026-01-14 05:03:19,CNNW,19,CNNW_20260114_050000_The_Story_Is_With_Elex_Michaelson/start/180,I.C.E. AGENTS CLASH WITH PROTESTERS IN MINNEAPOLIS. . Chief Brian O'Hara | Minneapolis Police Dept.,ICE AGENTS CLASH WITH PROTESTERS IN MINNEAPOLIS Chief Brian OHara Minneapolis Police Dept,ICE AGENTS CLASH WITH PROTESTERS IN MINNEAPOLIS
1496,2026-01-14 06:16:43,FOXNEWSW,4,FOXNEWSW_20260114_060000_Jesse_Watters_Primetime/start/960,ICE AGENTS VS THE SCREAM SQUAD |1,ICE AGENTS VS THE SCREAM SQUAD 1,ICE AGENTS VS THE SCREAM SQUAD
1497,2026-01-14 07:01:00,FOXNEWSW,2,FOXNEWSW_20260114_070000_Hannity/start/60,DEMS TURN UP THE RHETORIC ON ICE AGENTS <22 .,DEMS TURN UP THE RHETORIC ON ICE AGENTS 22,DEMS TURN UP THE RHETORIC ON ICE AGENTS
1498,2026-01-14 08:38:44,FOXNEWSW,2,FOXNEWSW_20260114_080000_Gutfeld/start/2280,DHS SENDING 'HUNDREDS MOREâ AGENTS TO MINNEAPOLIS -,DHS SENDING HUNDREDS MORE AGENTS TO MINNEAPOLIS,DHS SENDING HUNDREDS MORE AGENTS TO MINNEAPOLIS
1500,2026-01-14 09:30:41,CNNW,3,CNNW_20260114_090000_American_Pulse/start/1800,"Activists Push For Bills To Curb ICE Aid -. Jersey City, New Jersey",Activists Push For Bills To Curb ICE Aid Jersey City New Jersey,Activists Push For Bills To Curb ICE Aid
1501,2026-01-14 10:01:13,CNNW,3,CNNW_20260114_100000_Early_Start_With_Rahel_Solomon/start/60,MINNESOTA I.C.E. FALLOUT,MINNESOTA ICE FALLOUT,MINNESOTA ICE FALLOUT
1502,2026-01-14 11:02:08,CNNW,53,CNNW_20260114_110000_CNN_This_Morning/start/120,"NEW DOCUMENTS REVEAL SCHOOL TIES TO ""ICE WATCH"" IN MINNEAPOLIS",NEW DOCUMENTS REVEAL SCHOOL TIES TO ICE WATCH IN MINNEAPOLIS,NEW DOCUMENTS REVEAL SCHOOL TIES TO ICE WATCH IN MINNEAPOLIS
1503,2026-01-14 11:03:46,CNNW,7,CNNW_20260114_110000_CNN_This_Morning/start/180,AT LEAST SIX FEDERAL PROSECUTORS IN MINNESOTA RESIGN. OVER DOJ'S HANDLING OF MINNEAPOLIS ICE SHOOTING PROBE,AT LEAST SIX FEDERAL PROSECUTORS IN MINNESOTA RESIGN OVER DOJS HANDLING OF MINNEAPOLIS ICE SHOOTING PROBE,AT LEAST SIX FEDERAL PROSECUTORS IN MINNESOTA RESIGN OVER DOJ'S HANDLING OF MINNEAPOLIS ICE SHOOTING PROBE
1504,2026-01-14 11:06:46,CNNW,15,CNNW_20260114_110000_CNN_This_Morning/start/360,FEDERAL PROSECUTORS IN MINNEAPOLIS RESIGN OVER ICE SHOOTING PROBE. . Charlie Dent | (R) Former Pennsylvania Congressman,FEDERAL PROSECUTORS IN MINNEAPOLIS RESIGN OVER ICE SHOOTING PROBE Charlie Dent R Former Pennsylvania Congressman,FEDERAL PROSECUTORS IN MINNEAPOLIS RESIGN OVER ICE SHOOTING PROBE
1506,2026-01-14 11:49:34,CNNW,27,CNNW_20260114_110000_CNN_This_Morning/start/2940,TODAY: COURT HEARING ON LAWSUIT OVER ICE ACTIONS IN MINNEAPOLIS,TODAY COURT HEARING ON LAWSUIT OVER ICE ACTIONS IN MINNEAPOLIS,TODAY COURT HEARING ON LAWSUIT OVER ICE ACTIONS IN MINNEAPOLIS
1507,2026-01-14 12:02:38,FOXNEWSW,2,FOXNEWSW_20260114_120000_FOX_and_Friends/start/120,PROTESTERS CONTINUE TO RAGE AGAINST I.C.E. IN MN,PROTESTERS CONTINUE TO RAGE AGAINST ICE IN MN,PROTESTERS CONTINUE TO RAGE AGAINST ICE IN MN
1508,2026-01-14 12:06:43,FOXNEWSW,2,FOXNEWSW_20260114_120000_FOX_and_Friends/start/360,MAYOR FREY BI.AMES I.C.E. FOR UNLAWFUL BEHAVIOR,MAYOR FREY BIAMES ICE FOR UNLAWFUL BEHAVIOR,MAYOR FREY BLAMES ICE FOR UNLAWFUL BEHAVIOR
1509,2026-01-14 12:06:54,CNNW,7,CNNW_20260114_120000_CNN_News_Central/start/360,"JOE ROGAN ON ICE TACTICS: ""ARE WE REALLY GOING TO BE THE GESTAPQ?""",JOE ROGAN ON ICE TACTICS ARE WE REALLY GOING TO BE THE GESTAPQ,JOE ROGAN ON ICE TACTICS ARE WE REALLY GOING TO BE THE GESTAPO
1510,2026-01-14 12:36:53,CNNW,8,CNNW_20260114_120000_CNN_News_Central/start/2160,COUNTRY STAR ZACH BRYAN RELEASES SONG WITH CRITICAL LYRICS ABOUT ICE,COUNTRY STAR ZACH BRYAN RELEASES SONG WITH CRITICAL LYRICS ABOUT ICE,COUNTRY STAR ZACH BRYAN RELEASES SONG WITH CRITICAL LYRICS ABOUT ICE
1511,2026-01-14 12:37:27,CNNW,5,CNNW_20260114_120000_CNN_News_Central/start/2220,QUINNIPIAC POLL: MAJORITY OF VOTERS BELIEVE ICE SHOOTING UNJUSTIFIED,QUINNIPIAC POLL MAJORITY OF VOTERS BELIEVE ICE SHOOTING UNJUSTIFIED,QUINNIPIAC POLL MAJORITY OF VOTERS BELIEVE ICE SHOOTING UNJUSTIFIED
1512,2026-01-14 12:38:38,CNNW,24,CNNW_20260114_120000_CNN_News_Central/start/2280,"POLL: 57% DISAPPROVE OF ICE'S ENFORCEMENT OF IMMIGRATION LAWS. . Karen Finney | Former Senior Adviser, 2016 Hillary Clinton Presidential Campaign",POLL 57 DISAPPROVE OF ICES ENFORCEMENT OF IMMIGRATION LAWS Karen Finney Former Senior Adviser 2016 Hillary Clinton Presidential Campaign,POLL 57 DISAPPROVE OF ICE'S ENFORCEMENT OF IMMIGRATION LAWS
1513,2026-01-14 13:15:23,FOXNEWSW,11,FOXNEWSW_20260114_130000_FOX_and_Friends/start/900,' MAYOR FREY DEFENDS RHETORIC AFTER I.C.E. SHOOTING,MAYOR FREY DEFENDS RHETORIC AFTER ICE SHOOTING,MAYOR FREY DEFENDS RHETORIC AFTER ICE SHOOTING
1514,2026-01-14 13:24:12,FOXNEWSW,7,FOXNEWSW_20260114_130000_FOX_and_Friends/start/1440,MAYOR FREY DEFENDS I.AWSUIT TO BLOCK I.C.E. IN MN,MAYOR FREY DEFENDS IAWSUIT TO BLOCK ICE IN MN,MAYOR FREY DEFENDS LAWSUIT TO BLOCK ICE IN MN
1515,2026-01-14 13:25:44,FOXNEWSW,2,FOXNEWSW_20260114_130000_FOX_and_Friends/start/1500,MAYOR FREY SAYS HE DOES NOT WANT TO ABOLISH I.C.E.,MAYOR FREY SAYS HE DOES NOT WANT TO ABOLISH ICE,MAYOR FREY SAYS HE DOES NOT WANT TO ABOLISH ICE
1516,2026-01-14 14:06:07,CNNW,5,CNNW_20260114_140000_CNN_News_Central/start/360,6 PROSECUTORS QUIT OVER TRUMP ADMIN PUSH TO SHIFT BLAME OVER ICE SHOOTING,6 PROSECUTORS QUIT OVER TRUMP ADMIN PUSH TO SHIFT BLAME OVER ICE SHOOTING,6 PROSECUTORS QUIT OVER TRUMP ADMIN PUSH TO SHIFT BLAME OVER ICE SHOOTING
1517,2026-01-14 14:26:32,FOXNEWSW,6,FOXNEWSW_20260114_140000_Americas_Newsroom/start/1560,GOP MOVES TO DEPORT FRAUDSTERS,GOP MOVES TO DEPORT FRAUDSTERS,DEPORTATION OF FRAUDSTERS
1518,2026-01-14 15:15:40,CNNW,21,CNNW_20260114_150000_The_Situation_Room/start/900,TODAY: HEARING IN MINNESOTA IMMIGRATION ENFORCEMENT LAWSUIT,TODAY HEARING IN MINNESOTA IMMIGRATION ENFORCEMENT LAWSUIT,HEARING IN MINNESOTA IMMIGRATION ENFORCEMENT LAWSUIT
1519,2026-01-14 15:49:40,CNNW,22,CNNW_20260114_150000_The_Situation_Room/start/2940,"AMERICANS DIVIDED BY VIDEOS SHOWING ICE AGENT SHOOT, KILL WOMAN",AMERICANS DIVIDED BY VIDEOS SHOWING ICE AGENT SHOOT KILL WOMAN,AMERICANS DIVIDED BY VIDEOS SHOWING ICE AGENT SHOOT KILL WOMAN
1521,2026-01-14 16:01:57,CNNW,4,CNNW_20260114_160000_The_Situation_Room/start/60,ICE TACTICS,ICE TACTICS,ICE TACTICS
1522,2026-01-14 16:30:11,CNNW,6,CNNW_20260114_160000_The_Situation_Room/start/1800,"ABOUT 1,000 MORE CBP AGENTS DEPLOYING TO MINNEAPOLIS. Sarah Saldana | Former ICE Director, 2014-2017",ABOUT 1000 MORE CBP AGENTS DEPLOYING TO MINNEAPOLIS Sarah Saldana Former ICE Director 20142017,MORE CBP AGENTS DEPLOYING TO MINNEAPOLIS
1523,2026-01-14 16:31:13,CNNW,6,CNNW_20260114_160000_The_Situation_Room/start/1860,ONE-ON-ONE WITH FORMER ICE DIRECTOR,ONEONONE WITH FORMER ICE DIRECTOR,ONE-ON-ONE WITH FORMER ICE DIRECTOR
1524,2026-01-14 17:00:47,FOXNEWSW,3,FOXNEWSW_20260114_160000_The_Faulkner_Focus/start/3600,UNREST AGAINST ICE BUILDS IN MINNEAPOLIS,UNREST AGAINST ICE BUILDS IN MINNEAPOLIS,UNREST AGAINST ICE IN MINNEAPOLIS
1525,2026-01-14 17:01:38,FOXNEWSW,2,FOXNEWSW_20260114_170000_Outnumbered/start/60,"~ MAYOR FREY DEFENDS OUTRAGE, DEMANDING ICE GET OUT",MAYOR FREY DEFENDS OUTRAGE DEMANDING ICE GET OUT,MAYOR FREY DEMANDS ICE GET OUT
1526,2026-01-14 17:10:45,CNNW,10,CNNW_20260114_170000_Inside_Politics_With_Dana_Bash/start/600,BRAND NEW CNN POLL ON ICE SHOOTING,BRAND NEW CNN POLL ON ICE SHOOTING,CNN POLL ON ICE SHOOTING
1527,2026-01-14 17:15:36,CNNW,10,CNNW_20260114_170000_Inside_Politics_With_Dana_Bash/start/900,56% SAY USE OF FORCE IN MINNESOTA ICE SHOOTING WAS INAPPROPRIATE,56 SAY USE OF FORCE IN MINNESOTA ICE SHOOTING WAS INAPPROPRIATE,USE OF FORCE IN MINNESOTA ICE SHOOTING WAS INAPPROPRIATE
1528,2026-01-14 17:15:51,CNNW,10,CNNW_20260114_170000_Inside_Politics_With_Dana_Bash/start/900,51% OF AMERICANS SAY ICE IS MAKING CITIES LESS SAFE,51 OF AMERICANS SAY ICE IS MAKING CITIES LESS SAFE,OF AMERICANS SAY ICE IS MAKING CITIES LESS SAFE
1529,2026-01-14 17:20:00,CNNW,41,CNNW_20260114_170000_Inside_Politics_With_Dana_Bash/start/1200,DISTURBING VIDEOS SPREAD OF ICE CONFRONTATIONS IN MINNEAPOLIS,DISTURBING VIDEOS SPREAD OF ICE CONFRONTATIONS IN MINNEAPOLIS,VIDEOS OF ICE CONFRONTATIONS IN MINNEAPOLIS
1530,2026-01-14 17:22:06,CNNW,30,CNNW_20260114_170000_Inside_Politics_With_Dana_Bash/start/1320,58% OF AMERICANS DISAPPROVE OF TRUMP'S HANDLING OF IMMIGRATION. . Stephen Collinson | @\ Politics Senior Reporter,58 OF AMERICANS DISAPPROVE OF TRUMPS HANDLING OF IMMIGRATION Stephen Collinson Politics Senior Reporter,DISAPPROVE OF TRUMP'S HANDLING OF IMMIGRATION
1531,2026-01-14 17:23:30,CNNW,8,CNNW_20260114_170000_Inside_Politics_With_Dana_Bash/start/1380,MAYOR FREY TAKES ON TRUMP'S ICE ENFORCEMENT,MAYOR FREY TAKES ON TRUMPS ICE ENFORCEMENT,MAYOR FREY TAKES ON TRUMP'S ICE ENFORCEMENT
1532,2026-01-14 17:28:19,CNNW,12,CNNW_20260114_170000_Inside_Politics_With_Dana_Bash/start/1680,"DEMS LOOK FOR WAYS TO PUSH BACK AGAINST TRUMP, ICE",DEMS LOOK FOR WAYS TO PUSH BACK AGAINST TRUMP ICE,DEMS LOOK FOR WAYS TO PUSH BACK AGAINST TRUMP ICE
1536,2026-01-14 18:14:00,CNNW,26,CNNW_20260114_180000_CNN_News_Central/start/840,MINNESOTA AG REQUESTS TEMPORARY RESTRAINING ORDER AGAINST ICE,MINNESOTA AG REQUESTS TEMPORARY RESTRAINING ORDER AGAINST ICE,MINNESOTA AG REQUESTS TEMPORARY RESTRAINING ORDER AGAINST ICE
1537,2026-01-14 18:14:26,CNNW,24,CNNW_20260114_180000_CNN_News_Central/start/840,CNN POLL: MOST AMERICANS DISAGREE WITH ICE TACTICS IN MINNESOTA,CNN POLL MOST AMERICANS DISAGREE WITH ICE TACTICS IN MINNESOTA,CNN POLL MOST AMERICANS DISAGREE WITH ICE TACTICS IN MINNESOTA
1539,2026-01-14 18:17:43,CNNW,19,CNNW_20260114_180000_CNN_News_Central/start/1020,PENTAGON SENDING MILITARY LAWYERS. TO MINNEAPOLIS AMID ICE CRACKDOWN,PENTAGON SENDING MILITARY LAWYERS TO MINNEAPOLIS AMID ICE CRACKDOWN,PENTAGON SENDING MILITARY LAWYERS TO MINNEAPOLIS AMID ICE CRACKDOWN
1540,2026-01-14 18:18:55,CNNW,7,CNNW_20260114_180000_CNN_News_Central/start/1080,"OFFICIALS: PENTAGON TO SEND MILITARY LAWYERS TO MINNEAPOLIS. . Elliot Williams | Former Asst. Director for Legislative Affairs, ICE",OFFICIALS PENTAGON TO SEND MILITARY LAWYERS TO MINNEAPOLIS Elliot Williams Former Asst Director for Legislative Affairs ICE,OFFICIALS PENTAGON TO SEND MILITARY LAWYERS TO MINNEAPOLIS Elliot Williams Former Asst Director for Legislative Affairs ICE
1541,2026-01-14 18:34:54,FOXNEWSW,3,FOXNEWSW_20260114_180000_America_Reports/start/2040,"GOP BILL TO DENATURALIZE AND DEPORT FRAUDSTERS [LRecsr 89,. mpâ AMERICA REPORTS = = I TONIGHT 6PM E",GOP BILL TO DENATURALIZE AND DEPORT FRAUDSTERS LRecsr 89 mp AMERICA REPORTS I TONIGHT 6PM E,GOP BILL TO DENATURALIZE AND DEPORT FRAUDSTERS LRecsr 89 mp AMERICA REPORTS I TONIGHT 6PM E
1542,2026-01-14 19:07:47,CNNW,13,CNNW_20260114_190000_CNN_News_Central/start/420,MN JUDGE HOLDS DECISION ON TEMP RESTRAINING ORDER AGAINST ICE,MN JUDGE HOLDS DECISION ON TEMP RESTRAINING ORDER AGAINST ICE,MN JUDGE HOLDS DECISION ON TEMP RESTRAINING ORDER AGAINST ICE
1546,2026-01-14 21:00:47,CNNW,15,CNNW_20260114_200000_CNN_News_Central/start/3600,ICE APPEARS TO ESCALATE AGGRESSIVE TACTICS AGAINST PROTESTERS,ICE APPEARS TO ESCALATE AGGRESSIVE TACTICS AGAINST PROTESTERS,ICE APPEARS TO ESCALATE AGGRESSIVE TACTICS AGAINST PROTESTERS
1547,2026-01-14 21:07:00,FOXNEWSW,2,FOXNEWSW_20260114_210000_The_Will_Cain_Show/start/420,"R R e B. . _m. A. SANCTUARY CITIES IMPACTING IMMIGRATION CRACKDOWN | RIS 8""",R R e B m A SANCTUARY CITIES IMPACTING IMMIGRATION CRACKDOWN RIS 8,SANCTUARY CITIES IMPACTING IMMIGRATION CRACKDOWN
1548,2026-01-14 21:22:34,FOXNEWSW,2,FOXNEWSW_20260114_210000_The_Will_Cain_Show/start/1320,THE BENEFITS OF CONTROLLED IMMIGRATION,THE BENEFITS OF CONTROLLED IMMIGRATION,THE BENEFITS OF CONTROLLED IMMIGRATION
1549,2026-01-14 22:01:40,FOXNEWSW,15,FOXNEWSW_20260114_220000_The_Five/start/60,"DEM THINK TANK BEGS PARTY TO DITCH ""ABOLISH ICE""",DEM THINK TANK BEGS PARTY TO DITCH ABOLISH ICE,DEM THINK TANK BEGS PARTY TO DITCH ABOLISH ICE
1551,2026-01-14 22:04:42,FOXNEWSW,2,FOXNEWSW_20260114_220000_The_Five/start/240,"' DEMS PUSH ""ABOLISH ICE"" AFTER MN SHOOTING",DEMS PUSH ABOLISH ICE AFTER MN SHOOTING,DEMS PUSH ABOLISH ICE AFTER MN SHOOTING
1552,2026-01-14 22:06:00,FOXNEWSW,3,FOXNEWSW_20260114_220000_The_Five/start/360,&. AB H ICE?. SOME DEMS REJECT CALLS FROM FAR-LEFT IN THEIR PARTY,AB H ICE SOME DEMS REJECT CALLS FROM FARLEFT IN THEIR PARTY,SOME DEMS REJECT CALLS FROM FAR LEFT IN THEIR PARTY
1553,2026-01-14 22:07:26,CNNW,2,CNNW_20260114_220000_The_Lead_With_Jake_Tapper/start/420,"AMERICANS SAY ICE MAKES U.S, LESS SAFE AS CONCERNING VIDEOS SPREAD",AMERICANS SAY ICE MAKES US LESS SAFE AS CONCERNING VIDEOS SPREAD,AMERICANS SAY ICE MAKES US LESS SAFE AS CONCERNING VIDEOS SPREAD
1555,2026-01-14 23:11:22,BBCNEWS,12,BBCNEWS_20260114_230000_BBC_World_News_America/start/660,Illinois sues Trump administration over ICE deployments,Illinois sues Trump administration over ICE deployments,Illinois sues Trump administration over ICE deployments
1557,2026-01-15 00:01:19,MSNOW,6,MSNOW_20260115_000000_The_Weeknight/start/60,SUPPORT FOR ICE COLLAPSES,SUPPORT FOR ICE COLLAPSES,SUPPORT FOR ICE COLLAPSES
1558,2026-01-15 00:04:00,FOXNEWSW,2,FOXNEWSW_20260115_000000_The_Ingraham_Angle/start/240,Fg'. AGITATORS THROW URINE ON ICE VEHICLE |,Fg AGITATORS THROW URINE ON ICE VEHICLE,AGITATORS THROW URINE ON ICE VEHICLE
1559,2026-01-15 00:20:20,CNNW,41,CNNW_20260115_000000_Erin_Burnett_OutFront/start/1200,JOURNALIST CRITICAL OF ICE SAYS SHE WAS SURPRISINGLY HIRED BY ICE,JOURNALIST CRITICAL OF ICE SAYS SHE WAS SURPRISINGLY HIRED BY ICE,JOURNALIST CRITICAL OF ICE SAYS SHE WAS HIRED BY ICE
1560,2026-01-15 00:21:06,CNNW,10,CNNW_20260115_000000_Erin_Burnett_OutFront/start/1260,"JOURNALIST APPLIES FOR JOB WITH ICE. SHE WAS HIRED,",JOURNALIST APPLIES FOR JOB WITH ICE SHE WAS HIRED,JOURNALIST APPLIES FOR JOB WITH ICE SHE WAS HIRED
1561,2026-01-15 00:37:31,CNNW,6,CNNW_20260115_000000_Erin_Burnett_OutFront/start/2220,"MAGA PODCASTERS BREAK WITH TRUMP ON POWELL PROBE, ICE SHOOTING",MAGA PODCASTERS BREAK WITH TRUMP ON POWELL PROBE ICE SHOOTING,MAGA PODCASTERS BREAK WITH TRUMP ON POWELL PROBE ICE SHOOTING
1564,2026-01-15 01:02:48,FOXNEWSW,2,FOXNEWSW_20260115_010000_Jesse_Watters_Primetime/start/120,DEMS ACCUSE ICE OF BEING EXECUTIONERS,DEMS ACCUSE ICE OF BEING EXECUTIONERS,DEMS ACCUSE ICE OF BEING EXECUTIONERS
1567,2026-01-15 01:04:56,FOXNEWSW,5,FOXNEWSW_20260115_010000_Jesse_Watters_Primetime/start/240,CNN DID A RIDE-ALONG WITH OBAMA'S ICE,CNN DID A RIDEALONG WITH OBAMAS ICE,CNN DID A RIDEALONG WITH OBAMAS ICE
1570,2026-01-15 01:25:57,FOXNEWSW,2,FOXNEWSW_20260115_010000_Jesse_Watters_Primetime/start/1500,ACTIVISTS FIGHT FOR ILLEGALS,ACTIVISTS FIGHT FOR ILLEGALS,ACTIVISTS FIGHT FOR ILLEGALS
1571,2026-01-15 01:26:30,FOXNEWSW,2,FOXNEWSW_20260115_010000_Jesse_Watters_Primetime/start/1560,MINIVAN MOMS TAKE ON ICE,MINIVAN MOMS TAKE ON ICE,MINIVAN MOMS TAKE ON ICE
1573,2026-01-15 01:29:50,FOXNEWSW,12,FOXNEWSW_20260115_010000_Jesse_Watters_Primetime/start/1740,WALZ: GRAB YOUR PHONES & RECORD ICE,WALZ GRAB YOUR PHONES RECORD ICE,WALZ GRAB YOUR PHONES RECORD ICE
1574,2026-01-15 01:32:41,FOXNEWSW,5,FOXNEWSW_20260115_010000_Jesse_Watters_Primetime/start/1920,INSIDE THE MIND OF ICE STALKERS,INSIDE THE MIND OF ICE STALKERS,INSIDE THE MIND OF ICE STALKERS
1576,2026-01-15 01:46:25,CNNW,28,CNNW_20260115_010000_Anderson_Cooper_360/start/2760,"PRES. TRUMP CONTINUES TO DEFEND ICE OFFICERS. OPERATING IN MN CALLING THEM ""PATRIOTS""",PRES TRUMP CONTINUES TO DEFEND ICE OFFICERS OPERATING IN MN CALLING THEM PATRIOTS,PRES TRUMP CONTINUES TO DEFEND ICE OFFICERS OPERATING IN MN CALLING THEM PATRIOTS
1577,2026-01-15 01:50:09,CNNW,23,CNNW_20260115_010000_Anderson_Cooper_360/start/3000,"U.S. CUSTOMS AND BORDER PROTECTION SAY ""HUNDREDS AND. HUNDREDS"" OF ADDITIONAL FED. AGENTS TO BE DEPLOYED TO MN",US CUSTOMS AND BORDER PROTECTION SAY HUNDREDS AND HUNDREDS OF ADDITIONAL FED AGENTS TO BE DEPLOYED TO MN,US CUSTOMS AND BORDER PROTECTION SAY HUNDREDS AND HUNDREDS OF ADDITIONAL FED AGENTS TO BE DEPLOYED TO MN
1579,2026-01-15 02:03:36,FOXNEWSW,2,FOXNEWSW_20260115_020000_Hannity/start/180,"LEFT-WING MEDIA MOB FUELS HYSTERIA OVER IMMIGRATION. RAIDS, IGNORING DEM PRESIDENTS WHO CONDUCTED ICE RAIDS",LEFTWING MEDIA MOB FUELS HYSTERIA OVER IMMIGRATION RAIDS IGNORING DEM PRESIDENTS WHO CONDUCTED ICE RAIDS,LEFTWING MEDIA MOB FUELS HYSTERIA OVER IMMIGRATION RAIDS IGNORING DEM PRESIDENTS WHO CONDUCTED ICE RAIDS
1581,2026-01-15 02:05:03,FOXNEWSW,2,FOXNEWSW_20260115_020000_Hannity/start/300,MEDIA MOB MELTS DOWN OVER IMMIGRATION ENFORCEMENT 22222 [,MEDIA MOB MELTS DOWN OVER IMMIGRATION ENFORCEMENT 22222,MEDIA MOB MELTS DOWN OVER IMMIGRATION ENFORCEMENT
1582,2026-01-15 02:23:39,FOXNEWSW,2,FOXNEWSW_20260115_020000_Hannity/start/1380,: S.  ANOTHER ICE-INVOLVED SHOOTING IN MINNEAPOLIS,S ANOTHER ICEINVOLVED SHOOTING IN MINNEAPOLIS,ANOTHER ICE-INVOLVED SHOOTING IN MINNEAPOLIS
1583,2026-01-15 02:25:21,FOXNEWSW,2,FOXNEWSW_20260115_020000_Hannity/start/1500,"WALZ: GET OUT AND FILM ""ATROCITIES"". BEING COMMITTED BY ""ARMED, MASKED"" ICE AGENTS",WALZ GET OUT AND FILM ATROCITIES BEING COMMITTED BY ARMED MASKED ICE AGENTS,WALZ GET OUT AND FILM ATROCITIES BEING COMMITTED BY ARMED MASKED ICE AGENTS
1584,2026-01-15 02:28:10,MSNOW,4,MSNOW_20260115_020000_The_Briefing_With_Jen_Psaki/start/1680,ICE TACTICS IN MINNESOTA UNDER INCREASED SCRUTINY &4. . TIVE > Q-0Qm The Rriefino with Jen Psaki,ICE TACTICS IN MINNESOTA UNDER INCREASED SCRUTINY 4 TIVE Q0Qm The Rriefino with Jen Psaki,ICE TACTICS IN MINNESOTA UNDER INCREASED SCRUTINY
1585,2026-01-15 02:49:01,FOXNEWSW,2,FOXNEWSW_20260115_020000_Hannity/start/2940,DHS PROVIDES FOX WITH STATEMENT. . ON ICE-INVOLVED SHOOTING IN MINNEAPOLIS,DHS PROVIDES FOX WITH STATEMENT ON ICEINVOLVED SHOOTING IN MINNEAPOLIS,DHS PROVIDES FOX WITH STATEMENT ON ICE-INVOLVED SHOOTING IN MINNEAPOLIS
1586,2026-01-15 02:54:43,CNNW,20,CNNW_20260115_020000_The_Source_With_Kaitlan_Collins/start/3240,DHS CONFIRMS SHOOTING INVOLVING FEDERAL OFFICER IN MINNEAPOLIS,DHS CONFIRMS SHOOTING INVOLVING FEDERAL OFFICER IN MINNEAPOLIS,DHS CONFIRMS SHOOTING INVOLVING FEDERAL OFFICER IN MINNEAPOLIS
1587,2026-01-15 03:00:55,MSNOW,2,MSNOW_20260115_020000_The_Briefing_With_Jen_Psaki/start/3600,LAW ENFORCEMENT RESPONDS T0 NEW ICE PROTESTS IN'. . 1IVE > 1000 1AST WORD ..iaws,LAW ENFORCEMENT RESPONDS T0 NEW ICE PROTESTS IN 1IVE 1000 1AST WORD iaws,LAW ENFORCEMENT RESPONDS TO NEW ICE PROTESTS
1588,2026-01-15 03:05:31,CNNW,2,CNNW_20260115_030000_CNN_NewsNight_With_Abby_Phillip/start/300,DHS: FED OFFICER SHOT SUSPECT IN MINNEAPOLIS AFTER SHOVEL AMBUSH,DHS FED OFFICER SHOT SUSPECT IN MINNEAPOLIS AFTER SHOVEL AMBUSH,DHS FED OFFICER SHOT SUSPECT IN MINNEAPOLIS AFTER SHOVEL AMBUSH
1590,2026-01-15 03:14:06,MSNOW,2,MSNOW_20260115_030000_The_Last_Word_With_Lawrence_ODonnell/start/840,DHS CONFIRMS NEW NON FATAL SHOOTING BY FED. AGENT IN. . 1'IVE > 10-1QÂ°fm 1AST WORD .. iaws,DHS CONFIRMS NEW NON FATAL SHOOTING BY FED AGENT IN 1IVE 101Qfm 1AST WORD iaws,DHS CONFIRMS NEW NON-FATAL SHOOTING BY FED AGENT
1594,2026-01-15 04:00:49,FOXNEWSW,7,FOXNEWSW_20260115_030000_Gutfeld/start/3600,DHS MIGRANT ATTACK PROMPTS I.C.E. SHOOTING IN MN,DHS MIGRANT ATTACK PROMPTS ICE SHOOTING IN MN,DHS MIGRANT ATTACK PROMPTS ICE SHOOTING IN MN
1597,2026-01-15 04:03:02,FOXNEWSW,32,FOXNEWSW_20260115_040000_Fox_News_at_Night/start/180,ILLEGAL ALIEN SHOT BY DHS OFFICER AFTER CHASE,ILLEGAL ALIEN SHOT BY DHS OFFICER AFTER CHASE,ILLEGAL ALIEN SHOT BY DHS OFFICER AFTER CHASE
1600,2026-01-15 04:08:07,FOXNEWSW,4,FOXNEWSW_20260115_040000_Fox_News_at_Night/start/480,RPT: U.S. SEES NEGATIVE NET MIGRATION IN 2025,RPT US SEES NEGATIVE NET MIGRATION IN 2025,RPT US SEES NEGATIVE NET MIGRATION IN 2025
